MAZ,TAZ,COUNTY,county_name
117776,100100,2,San Mateo
117777,100101,2,San Mateo
117779,100059,2,San Mateo
117780,100035,2,San Mateo
117783,100152,2,San Mateo
117785,100214,2,San Mateo
117786,100032,2,San Mateo
117791,100115,2,San Mateo
117793,100034,2,San Mateo
117794,100336,2,San Mateo
117798,100346,2,San Mateo
117799,100438,2,San Mateo
117801,100341,2,San Mateo
117802,100341,2,San Mateo
117803,100341,2,San Mateo
117804,100467,2,San Mateo
117805,100340,2,San Mateo
117807,100251,2,San Mateo
117809,100223,2,San Mateo
117812,100368,2,San Mateo
117817,100434,2,San Mateo
117819,100458,2,San Mateo
117820,100458,2,San Mateo
117821,100169,2,San Mateo
117822,100285,2,San Mateo
117831,100078,2,San Mateo
117833,100052,2,San Mateo
117834,100454,2,San Mateo
117835,100057,2,San Mateo
117839,100243,2,San Mateo
117842,100338,2,San Mateo
117845,100278,2,San Mateo
117847,100349,2,San Mateo
117850,100245,2,San Mateo
117851,100217,2,San Mateo
117854,100124,2,San Mateo
117855,100124,2,San Mateo
117858,100218,2,San Mateo
117859,100218,2,San Mateo
117861,100124,2,San Mateo
117863,100300,2,San Mateo
117865,100010,2,San Mateo
117867,100183,2,San Mateo
117869,100217,2,San Mateo
117870,100216,2,San Mateo
117871,100328,2,San Mateo
117872,100093,2,San Mateo
117874,100093,2,San Mateo
117875,100329,2,San Mateo
117876,100325,2,San Mateo
117878,100392,2,San Mateo
117879,100158,2,San Mateo
117880,100346,2,San Mateo
117883,100244,2,San Mateo
117889,100260,2,San Mateo
117890,100167,2,San Mateo
117891,100202,2,San Mateo
117897,100169,2,San Mateo
117901,100420,2,San Mateo
117902,100137,2,San Mateo
117903,100270,2,San Mateo
117904,100271,2,San Mateo
117905,100385,2,San Mateo
117906,100385,2,San Mateo
117908,100016,2,San Mateo
117911,100422,2,San Mateo
117913,100068,2,San Mateo
117914,100314,2,San Mateo
117915,100153,2,San Mateo
117916,100350,2,San Mateo
117920,100278,2,San Mateo
117922,100282,2,San Mateo
117924,100283,2,San Mateo
117925,100170,2,San Mateo
117927,100343,2,San Mateo
117928,100447,2,San Mateo
117930,100449,2,San Mateo
117932,100446,2,San Mateo
117933,100442,2,San Mateo
117934,100342,2,San Mateo
117937,100065,2,San Mateo
117941,100214,2,San Mateo
117943,100447,2,San Mateo
117947,100223,2,San Mateo
117948,100223,2,San Mateo
117952,100434,2,San Mateo
117954,100423,2,San Mateo
117955,100251,2,San Mateo
117963,100226,2,San Mateo
117964,100226,2,San Mateo
117966,100199,2,San Mateo
117969,100246,2,San Mateo
117971,100247,2,San Mateo
117973,100247,2,San Mateo
117974,100020,2,San Mateo
117978,100019,2,San Mateo
117979,100019,2,San Mateo
117980,100022,2,San Mateo
117981,100462,2,San Mateo
117982,100462,2,San Mateo
117983,100461,2,San Mateo
117984,100448,2,San Mateo
117986,100325,2,San Mateo
117987,100008,2,San Mateo
117989,100395,2,San Mateo
117990,100430,2,San Mateo
117991,100342,2,San Mateo
117992,100002,2,San Mateo
117994,100393,2,San Mateo
117999,100011,2,San Mateo
118000,100362,2,San Mateo
118001,100361,2,San Mateo
118005,100360,2,San Mateo
118007,100355,2,San Mateo
118009,100190,2,San Mateo
118010,100062,2,San Mateo
118011,100088,2,San Mateo
118012,100062,2,San Mateo
118015,100322,2,San Mateo
118019,100338,2,San Mateo
118020,100030,2,San Mateo
118022,100281,2,San Mateo
118026,100004,2,San Mateo
118028,100165,2,San Mateo
118029,100235,2,San Mateo
118031,100463,2,San Mateo
118032,100021,2,San Mateo
118033,100025,2,San Mateo
118034,100081,2,San Mateo
118035,100042,2,San Mateo
118036,100052,2,San Mateo
118037,100273,2,San Mateo
118038,100273,2,San Mateo
118041,100027,2,San Mateo
118043,100453,2,San Mateo
118044,100082,2,San Mateo
118045,100294,2,San Mateo
118046,100084,2,San Mateo
118048,100453,2,San Mateo
118050,100263,2,San Mateo
118052,100245,2,San Mateo
118053,100153,2,San Mateo
118054,100429,2,San Mateo
118055,100313,2,San Mateo
118059,100284,2,San Mateo
118062,100283,2,San Mateo
118064,100277,2,San Mateo
118065,100279,2,San Mateo
118069,100395,2,San Mateo
118074,100037,2,San Mateo
118076,100241,2,San Mateo
118080,100040,2,San Mateo
118081,100040,2,San Mateo
118082,100064,2,San Mateo
118085,100371,2,San Mateo
118088,100249,2,San Mateo
118096,100223,2,San Mateo
118100,100223,2,San Mateo
118105,100101,2,San Mateo
118106,100102,2,San Mateo
118109,100071,2,San Mateo
118110,100107,2,San Mateo
118111,100224,2,San Mateo
118112,100109,2,San Mateo
118113,100109,2,San Mateo
118114,100109,2,San Mateo
118115,100108,2,San Mateo
118116,100012,2,San Mateo
118119,100261,2,San Mateo
118122,100152,2,San Mateo
118129,100153,2,San Mateo
118130,100176,2,San Mateo
118132,100200,2,San Mateo
118133,100153,2,San Mateo
118134,100200,2,San Mateo
118138,100307,2,San Mateo
118142,100240,2,San Mateo
118143,100097,2,San Mateo
118150,100423,2,San Mateo
118152,100254,2,San Mateo
118155,100249,2,San Mateo
118157,100266,2,San Mateo
118158,100071,2,San Mateo
118159,100021,2,San Mateo
118160,100299,2,San Mateo
118164,100072,2,San Mateo
118166,100466,2,San Mateo
118168,100285,2,San Mateo
118169,100017,2,San Mateo
118170,100286,2,San Mateo
118172,100164,2,San Mateo
118173,100164,2,San Mateo
118179,100293,2,San Mateo
118180,100051,2,San Mateo
118181,100051,2,San Mateo
118182,100027,2,San Mateo
118183,100027,2,San Mateo
118184,100223,2,San Mateo
118199,100462,2,San Mateo
118200,100462,2,San Mateo
118201,100462,2,San Mateo
118202,100266,2,San Mateo
118203,100045,2,San Mateo
118204,100334,2,San Mateo
118207,100052,2,San Mateo
118208,100052,2,San Mateo
118211,100057,2,San Mateo
118215,100317,2,San Mateo
118217,100097,2,San Mateo
118218,100311,2,San Mateo
118221,100035,2,San Mateo
118222,100436,2,San Mateo
118223,100387,2,San Mateo
118224,100387,2,San Mateo
118226,100096,2,San Mateo
118227,100096,2,San Mateo
118231,100124,2,San Mateo
118232,100220,2,San Mateo
118233,100220,2,San Mateo
118237,100300,2,San Mateo
118238,100189,2,San Mateo
118241,100092,2,San Mateo
118242,100093,2,San Mateo
118243,100326,2,San Mateo
118246,100323,2,San Mateo
118248,100095,2,San Mateo
118249,100095,2,San Mateo
118250,100095,2,San Mateo
118252,100324,2,San Mateo
118253,100329,2,San Mateo
118254,100329,2,San Mateo
118256,100032,2,San Mateo
118257,100007,2,San Mateo
118259,100124,2,San Mateo
118260,100447,2,San Mateo
118263,100048,2,San Mateo
118265,100224,2,San Mateo
118267,100015,2,San Mateo
118274,100017,2,San Mateo
118276,100101,2,San Mateo
118277,100103,2,San Mateo
118278,100128,2,San Mateo
118279,100071,2,San Mateo
118282,100109,2,San Mateo
118283,100259,2,San Mateo
118284,100261,2,San Mateo
118285,100258,2,San Mateo
118286,100107,2,San Mateo
118287,100106,2,San Mateo
118288,100106,2,San Mateo
118290,100101,2,San Mateo
118291,100101,2,San Mateo
118294,100049,2,San Mateo
118298,100345,2,San Mateo
118301,100300,2,San Mateo
118302,100181,2,San Mateo
118303,100290,2,San Mateo
118305,100142,2,San Mateo
118314,100315,2,San Mateo
118315,100341,2,San Mateo
118316,100341,2,San Mateo
118317,100318,2,San Mateo
118318,100441,2,San Mateo
118320,100441,2,San Mateo
118321,100441,2,San Mateo
118325,100279,2,San Mateo
118327,100399,2,San Mateo
118328,100280,2,San Mateo
118330,100399,2,San Mateo
118331,100147,2,San Mateo
118334,100118,2,San Mateo
118336,100350,2,San Mateo
118343,100254,2,San Mateo
118344,100254,2,San Mateo
118349,100223,2,San Mateo
118356,100376,2,San Mateo
118357,100228,2,San Mateo
118358,100228,2,San Mateo
118359,100376,2,San Mateo
118362,100078,2,San Mateo
118363,100466,2,San Mateo
118364,100078,2,San Mateo
118365,100466,2,San Mateo
118367,100015,2,San Mateo
118370,100319,2,San Mateo
118374,100436,2,San Mateo
118375,100244,2,San Mateo
118378,100219,2,San Mateo
118379,100182,2,San Mateo
118380,100219,2,San Mateo
118381,100219,2,San Mateo
118382,100219,2,San Mateo
118383,100221,2,San Mateo
118384,100124,2,San Mateo
118385,100222,2,San Mateo
118387,100361,2,San Mateo
118390,100026,2,San Mateo
118395,100360,2,San Mateo
118396,100360,2,San Mateo
118397,100355,2,San Mateo
118398,100360,2,San Mateo
118399,100354,2,San Mateo
118406,100236,2,San Mateo
118409,100363,2,San Mateo
118415,100015,2,San Mateo
118416,100044,2,San Mateo
118418,100045,2,San Mateo
118419,100022,2,San Mateo
118421,100111,2,San Mateo
118426,100129,2,San Mateo
118428,100130,2,San Mateo
118429,100130,2,San Mateo
118430,100162,2,San Mateo
118431,100134,2,San Mateo
118433,100132,2,San Mateo
118434,100133,2,San Mateo
118435,100133,2,San Mateo
118437,100422,2,San Mateo
118439,100421,2,San Mateo
118441,100017,2,San Mateo
118442,100248,2,San Mateo
118443,100248,2,San Mateo
118444,100311,2,San Mateo
118446,100304,2,San Mateo
118447,100305,2,San Mateo
118448,100066,2,San Mateo
118449,100067,2,San Mateo
118450,100185,2,San Mateo
118452,100352,2,San Mateo
118453,100010,2,San Mateo
118455,100139,2,San Mateo
118460,100395,2,San Mateo
118461,100396,2,San Mateo
118462,100396,2,San Mateo
118463,100395,2,San Mateo
118465,100005,2,San Mateo
118467,100396,2,San Mateo
118468,100395,2,San Mateo
118469,100005,2,San Mateo
118470,100005,2,San Mateo
118472,100005,2,San Mateo
118473,100039,2,San Mateo
118475,100240,2,San Mateo
118489,100249,2,San Mateo
118492,100462,2,San Mateo
118493,100410,2,San Mateo
118496,100193,2,San Mateo
118498,100203,2,San Mateo
118500,100196,2,San Mateo
118501,100195,2,San Mateo
118503,100191,2,San Mateo
118504,100195,2,San Mateo
118505,100193,2,San Mateo
118507,100193,2,San Mateo
118508,100193,2,San Mateo
118509,100193,2,San Mateo
118510,100168,2,San Mateo
118511,100347,2,San Mateo
118512,100043,2,San Mateo
118513,100042,2,San Mateo
118514,100019,2,San Mateo
118517,100171,2,San Mateo
118519,100144,2,San Mateo
118520,100391,2,San Mateo
118524,100303,2,San Mateo
118526,100097,2,San Mateo
118529,100290,2,San Mateo
118531,100362,2,San Mateo
118532,100362,2,San Mateo
118534,100444,2,San Mateo
118536,100290,2,San Mateo
118537,100290,2,San Mateo
118539,100062,2,San Mateo
118540,100059,2,San Mateo
118542,100113,2,San Mateo
118544,100032,2,San Mateo
118545,100036,2,San Mateo
118547,100032,2,San Mateo
118548,100396,2,San Mateo
118549,100350,2,San Mateo
118553,100305,2,San Mateo
118563,100279,2,San Mateo
118564,100232,2,San Mateo
118567,100073,2,San Mateo
118570,100274,2,San Mateo
118571,100014,2,San Mateo
118572,100417,2,San Mateo
118574,100425,2,San Mateo
118579,100046,2,San Mateo
118580,100263,2,San Mateo
118586,100027,2,San Mateo
118587,100163,2,San Mateo
118596,100163,2,San Mateo
118597,100086,2,San Mateo
118599,100305,2,San Mateo
118600,100097,2,San Mateo
118602,100066,2,San Mateo
118603,100185,2,San Mateo
118606,100187,2,San Mateo
118609,100352,2,San Mateo
118611,100026,2,San Mateo
118613,100301,2,San Mateo
118614,100034,2,San Mateo
118619,100345,2,San Mateo
118621,100345,2,San Mateo
118622,100336,2,San Mateo
118624,100434,2,San Mateo
118640,100258,2,San Mateo
118641,100107,2,San Mateo
118646,100131,2,San Mateo
118647,100049,2,San Mateo
118648,100049,2,San Mateo
118650,100261,2,San Mateo
118652,100260,2,San Mateo
118653,100272,2,San Mateo
118655,100012,2,San Mateo
118656,100153,2,San Mateo
118657,100001,2,San Mateo
118658,100284,2,San Mateo
118660,100243,2,San Mateo
118661,100428,2,San Mateo
118662,100243,2,San Mateo
118665,100429,2,San Mateo
118666,100428,2,San Mateo
118668,100097,2,San Mateo
118669,100094,2,San Mateo
118670,100152,2,San Mateo
118678,100355,2,San Mateo
118681,100386,2,San Mateo
118682,100386,2,San Mateo
118684,100117,2,San Mateo
118685,100117,2,San Mateo
118688,100373,2,San Mateo
118690,100373,2,San Mateo
118692,100368,2,San Mateo
118693,100368,2,San Mateo
118697,100419,2,San Mateo
118699,100425,2,San Mateo
118700,100024,2,San Mateo
118701,100024,2,San Mateo
118705,100454,2,San Mateo
118706,100101,2,San Mateo
118708,100083,2,San Mateo
118710,100452,2,San Mateo
118711,100273,2,San Mateo
118712,100294,2,San Mateo
118713,100082,2,San Mateo
118714,100425,2,San Mateo
118715,100425,2,San Mateo
118717,100015,2,San Mateo
118723,100374,2,San Mateo
118724,100164,2,San Mateo
118728,100223,2,San Mateo
118732,100223,2,San Mateo
118736,100057,2,San Mateo
118737,100076,2,San Mateo
118739,100071,2,San Mateo
118740,100071,2,San Mateo
118743,100224,2,San Mateo
118744,100376,2,San Mateo
118745,100376,2,San Mateo
118746,100228,2,San Mateo
118747,100224,2,San Mateo
118749,100056,2,San Mateo
118752,100244,2,San Mateo
118756,100346,2,San Mateo
118758,100213,2,San Mateo
118764,100300,2,San Mateo
118767,100219,2,San Mateo
118768,100221,2,San Mateo
118770,100124,2,San Mateo
118771,100182,2,San Mateo
118772,100009,2,San Mateo
118773,100361,2,San Mateo
118774,100011,2,San Mateo
118775,100011,2,San Mateo
118776,100361,2,San Mateo
118777,100361,2,San Mateo
118778,100026,2,San Mateo
118780,100354,2,San Mateo
118781,100360,2,San Mateo
118782,100360,2,San Mateo
118784,100236,2,San Mateo
118785,100061,2,San Mateo
118786,100300,2,San Mateo
118794,100152,2,San Mateo
118799,100015,2,San Mateo
118801,100101,2,San Mateo
118803,100044,2,San Mateo
118806,100019,2,San Mateo
118807,100425,2,San Mateo
118809,100012,2,San Mateo
118811,100012,2,San Mateo
118812,100383,2,San Mateo
118815,100383,2,San Mateo
118816,100013,2,San Mateo
118818,100048,2,San Mateo
118820,100101,2,San Mateo
118822,100418,2,San Mateo
118823,100384,2,San Mateo
118824,100384,2,San Mateo
118825,100418,2,San Mateo
118826,100418,2,San Mateo
118827,100010,2,San Mateo
118830,100352,2,San Mateo
118836,100312,2,San Mateo
118837,100312,2,San Mateo
118838,100312,2,San Mateo
118841,100354,2,San Mateo
118842,100355,2,San Mateo
118845,100240,2,San Mateo
118856,100006,2,San Mateo
118858,100006,2,San Mateo
118862,100423,2,San Mateo
118863,100250,2,San Mateo
118865,100423,2,San Mateo
118871,100254,2,San Mateo
118872,100019,2,San Mateo
118875,100019,2,San Mateo
118876,100020,2,San Mateo
118879,100025,2,San Mateo
118880,100228,2,San Mateo
118881,100224,2,San Mateo
118882,100224,2,San Mateo
118883,100226,2,San Mateo
118884,100259,2,San Mateo
118885,100199,2,San Mateo
118886,100197,2,San Mateo
118887,100199,2,San Mateo
118888,100246,2,San Mateo
118889,100259,2,San Mateo
118890,100247,2,San Mateo
118891,100238,2,San Mateo
118894,100122,2,San Mateo
118895,100032,2,San Mateo
118896,100244,2,San Mateo
118897,100360,2,San Mateo
118898,100362,2,San Mateo
118901,100290,2,San Mateo
118904,100212,2,San Mateo
118905,100178,2,San Mateo
118906,100212,2,San Mateo
118907,100212,2,San Mateo
118911,100344,2,San Mateo
118912,100098,2,San Mateo
118913,100089,2,San Mateo
118921,100291,2,San Mateo
118922,100433,2,San Mateo
118924,100183,2,San Mateo
118926,100178,2,San Mateo
118929,100206,2,San Mateo
118931,100234,2,San Mateo
118932,100466,2,San Mateo
118933,100455,2,San Mateo
118934,100201,2,San Mateo
118936,100286,2,San Mateo
118939,100382,2,San Mateo
118941,100135,2,San Mateo
118943,100287,2,San Mateo
118944,100286,2,San Mateo
118945,100162,2,San Mateo
118946,100164,2,San Mateo
118947,100164,2,San Mateo
118948,100163,2,San Mateo
118949,100164,2,San Mateo
118950,100163,2,San Mateo
118951,100163,2,San Mateo
118952,100163,2,San Mateo
118953,100163,2,San Mateo
118954,100163,2,San Mateo
118958,100051,2,San Mateo
118959,100181,2,San Mateo
118962,100171,2,San Mateo
118963,100171,2,San Mateo
118964,100284,2,San Mateo
118965,100283,2,San Mateo
118966,100248,2,San Mateo
118967,100114,2,San Mateo
118968,100282,2,San Mateo
118969,100314,2,San Mateo
118970,100252,2,San Mateo
118971,100387,2,San Mateo
118973,100280,2,San Mateo
118974,100118,2,San Mateo
118976,100308,2,San Mateo
118979,100309,2,San Mateo
118980,100040,2,San Mateo
118981,100037,2,San Mateo
118983,100040,2,San Mateo
118984,100064,2,San Mateo
118985,100215,2,San Mateo
118994,100371,2,San Mateo
119001,100365,2,San Mateo
119002,100371,2,San Mateo
119003,100223,2,San Mateo
119005,100223,2,San Mateo
119008,100045,2,San Mateo
119009,100331,2,San Mateo
119010,100332,2,San Mateo
119013,100046,2,San Mateo
119014,100298,2,San Mateo
119016,100412,2,San Mateo
119017,100204,2,San Mateo
119018,100413,2,San Mateo
119021,100204,2,San Mateo
119022,100193,2,San Mateo
119023,100110,2,San Mateo
119024,100110,2,San Mateo
119025,100110,2,San Mateo
119026,100173,2,San Mateo
119028,100300,2,San Mateo
119029,100189,2,San Mateo
119030,100123,2,San Mateo
119032,100311,2,San Mateo
119034,100117,2,San Mateo
119035,100178,2,San Mateo
119036,100090,2,San Mateo
119039,100156,2,San Mateo
119045,100035,2,San Mateo
119046,100032,2,San Mateo
119047,100115,2,San Mateo
119049,100032,2,San Mateo
119050,100370,2,San Mateo
119052,100402,2,San Mateo
119056,100402,2,San Mateo
119058,100288,2,San Mateo
119059,100288,2,San Mateo
119060,100467,2,San Mateo
119061,100315,2,San Mateo
119062,100370,2,San Mateo
119074,100095,2,San Mateo
119076,100095,2,San Mateo
119079,100034,2,San Mateo
119082,100140,2,San Mateo
119083,100048,2,San Mateo
119084,100014,2,San Mateo
119086,100056,2,San Mateo
119087,100103,2,San Mateo
119088,100046,2,San Mateo
119096,100376,2,San Mateo
119097,100163,2,San Mateo
119100,100013,2,San Mateo
119101,100101,2,San Mateo
119109,100106,2,San Mateo
119110,100106,2,San Mateo
119116,100101,2,San Mateo
119120,100009,2,San Mateo
119121,100200,2,San Mateo
119128,100171,2,San Mateo
119129,100283,2,San Mateo
119131,100114,2,San Mateo
119133,100282,2,San Mateo
119142,100320,2,San Mateo
119143,100320,2,San Mateo
119144,100063,2,San Mateo
119150,100069,2,San Mateo
119151,100091,2,San Mateo
119153,100069,2,San Mateo
119155,100254,2,San Mateo
119161,100451,2,San Mateo
119162,100204,2,San Mateo
119163,100261,2,San Mateo
119167,100012,2,San Mateo
119168,100012,2,San Mateo
119169,100012,2,San Mateo
119170,100012,2,San Mateo
119171,100383,2,San Mateo
119173,100013,2,San Mateo
119174,100048,2,San Mateo
119176,100101,2,San Mateo
119178,100270,2,San Mateo
119181,100016,2,San Mateo
119182,100418,2,San Mateo
119183,100420,2,San Mateo
119184,100094,2,San Mateo
119185,100330,2,San Mateo
119186,100310,2,San Mateo
119188,100237,2,San Mateo
119194,100245,2,San Mateo
119200,100245,2,San Mateo
119201,100244,2,San Mateo
119203,100244,2,San Mateo
119204,100439,2,San Mateo
119205,100007,2,San Mateo
119206,100447,2,San Mateo
119207,100007,2,San Mateo
119208,100007,2,San Mateo
119210,100007,2,San Mateo
119212,100449,2,San Mateo
119213,100449,2,San Mateo
119216,100254,2,San Mateo
119223,100353,2,San Mateo
119227,100235,2,San Mateo
119228,100235,2,San Mateo
119229,100459,2,San Mateo
119230,100459,2,San Mateo
119232,100111,2,San Mateo
119233,100111,2,San Mateo
119235,100207,2,San Mateo
119236,100232,2,San Mateo
119237,100454,2,San Mateo
119239,100454,2,San Mateo
119240,100454,2,San Mateo
119241,100052,2,San Mateo
119246,100074,2,San Mateo
119248,100163,2,San Mateo
119249,100064,2,San Mateo
119251,100025,2,San Mateo
210002,200825,3,Santa Clara
210005,200825,3,Santa Clara
210008,200825,3,Santa Clara
210009,200825,3,Santa Clara
210013,200825,3,Santa Clara
210017,200315,3,Santa Clara
210021,200315,3,Santa Clara
210022,200315,3,Santa Clara
210025,200256,3,Santa Clara
210029,200716,3,Santa Clara
210030,201028,3,Santa Clara
210031,200797,3,Santa Clara
210036,200158,3,Santa Clara
210041,200904,3,Santa Clara
210043,200149,3,Santa Clara
210044,200149,3,Santa Clara
210045,200149,3,Santa Clara
210046,200149,3,Santa Clara
210047,201090,3,Santa Clara
210048,200149,3,Santa Clara
210050,200400,3,Santa Clara
210051,200400,3,Santa Clara
210052,200402,3,Santa Clara
210053,200402,3,Santa Clara
210054,200333,3,Santa Clara
210056,200333,3,Santa Clara
210057,200333,3,Santa Clara
210058,200392,3,Santa Clara
210060,200392,3,Santa Clara
210061,200616,3,Santa Clara
210062,200375,3,Santa Clara
210064,200375,3,Santa Clara
210066,200409,3,Santa Clara
210068,200980,3,Santa Clara
210069,200140,3,Santa Clara
210070,200141,3,Santa Clara
210071,200274,3,Santa Clara
210073,200279,3,Santa Clara
210074,200279,3,Santa Clara
210075,200279,3,Santa Clara
210080,200786,3,Santa Clara
210083,200979,3,Santa Clara
210085,200151,3,Santa Clara
210086,200123,3,Santa Clara
210089,200281,3,Santa Clara
210090,200338,3,Santa Clara
210091,200693,3,Santa Clara
210092,200597,3,Santa Clara
210093,200151,3,Santa Clara
210094,200154,3,Santa Clara
210095,200152,3,Santa Clara
210096,200535,3,Santa Clara
210097,200535,3,Santa Clara
210099,200098,3,Santa Clara
210100,200834,3,Santa Clara
210101,200215,3,Santa Clara
210102,200057,3,Santa Clara
210103,200188,3,Santa Clara
210105,200925,3,Santa Clara
210106,200996,3,Santa Clara
210107,200996,3,Santa Clara
210109,200255,3,Santa Clara
210112,200007,3,Santa Clara
210113,200007,3,Santa Clara
210114,200862,3,Santa Clara
210117,200824,3,Santa Clara
210118,201073,3,Santa Clara
210119,201073,3,Santa Clara
210120,201073,3,Santa Clara
210123,200524,3,Santa Clara
210124,200014,3,Santa Clara
210126,200573,3,Santa Clara
210127,200573,3,Santa Clara
210128,200576,3,Santa Clara
210131,200484,3,Santa Clara
210136,200317,3,Santa Clara
210140,200011,3,Santa Clara
210141,200011,3,Santa Clara
210142,200604,3,Santa Clara
210143,201040,3,Santa Clara
210145,200991,3,Santa Clara
210146,201039,3,Santa Clara
210147,201018,3,Santa Clara
210150,200676,3,Santa Clara
210151,200102,3,Santa Clara
210158,200369,3,Santa Clara
210160,201084,3,Santa Clara
210163,200567,3,Santa Clara
210165,201083,3,Santa Clara
210176,200825,3,Santa Clara
210178,200825,3,Santa Clara
210181,200825,3,Santa Clara
210187,200315,3,Santa Clara
210188,200315,3,Santa Clara
210189,200315,3,Santa Clara
210191,200314,3,Santa Clara
210195,200314,3,Santa Clara
210198,200256,3,Santa Clara
210200,200315,3,Santa Clara
210206,200314,3,Santa Clara
210211,200465,3,Santa Clara
210214,200465,3,Santa Clara
210217,200465,3,Santa Clara
210218,200465,3,Santa Clara
210223,200810,3,Santa Clara
210224,200812,3,Santa Clara
210225,200814,3,Santa Clara
210226,200814,3,Santa Clara
210227,200957,3,Santa Clara
210230,200961,3,Santa Clara
210231,200961,3,Santa Clara
210232,200961,3,Santa Clara
210234,200063,3,Santa Clara
210239,200971,3,Santa Clara
210246,200768,3,Santa Clara
210250,200768,3,Santa Clara
210252,201087,3,Santa Clara
210253,200866,3,Santa Clara
210254,200870,3,Santa Clara
210255,200870,3,Santa Clara
210256,200868,3,Santa Clara
210257,200312,3,Santa Clara
210258,200312,3,Santa Clara
210259,200312,3,Santa Clara
210260,200312,3,Santa Clara
210261,200913,3,Santa Clara
210262,200919,3,Santa Clara
210263,200919,3,Santa Clara
210264,200919,3,Santa Clara
210265,200919,3,Santa Clara
210266,200920,3,Santa Clara
210267,200843,3,Santa Clara
210268,200554,3,Santa Clara
210269,200554,3,Santa Clara
210270,200243,3,Santa Clara
210272,201074,3,Santa Clara
210273,201074,3,Santa Clara
210274,200040,3,Santa Clara
210275,200195,3,Santa Clara
210276,200195,3,Santa Clara
210278,200907,3,Santa Clara
210279,200907,3,Santa Clara
210281,200257,3,Santa Clara
210282,200908,3,Santa Clara
210283,200908,3,Santa Clara
210285,200258,3,Santa Clara
210286,200258,3,Santa Clara
210287,200066,3,Santa Clara
210289,200027,3,Santa Clara
210290,200222,3,Santa Clara
210292,200222,3,Santa Clara
210294,200222,3,Santa Clara
210295,200009,3,Santa Clara
210296,200561,3,Santa Clara
210297,200322,3,Santa Clara
210299,200327,3,Santa Clara
210300,200328,3,Santa Clara
210302,200379,3,Santa Clara
210304,200211,3,Santa Clara
210305,200345,3,Santa Clara
210306,200211,3,Santa Clara
210308,200344,3,Santa Clara
210309,200451,3,Santa Clara
210312,200416,3,Santa Clara
210313,200416,3,Santa Clara
210315,200032,3,Santa Clara
210316,200455,3,Santa Clara
210317,200455,3,Santa Clara
210318,200455,3,Santa Clara
210319,200664,3,Santa Clara
210321,200007,3,Santa Clara
210323,200007,3,Santa Clara
210326,200007,3,Santa Clara
210327,200007,3,Santa Clara
210328,200007,3,Santa Clara
210331,200927,3,Santa Clara
210332,200927,3,Santa Clara
210333,200493,3,Santa Clara
210334,200493,3,Santa Clara
210342,200486,3,Santa Clara
210343,200486,3,Santa Clara
210344,200244,3,Santa Clara
210345,200547,3,Santa Clara
210346,200546,3,Santa Clara
210349,200102,3,Santa Clara
210350,200189,3,Santa Clara
210352,200747,3,Santa Clara
210353,200509,3,Santa Clara
210354,200025,3,Santa Clara
210355,200025,3,Santa Clara
210356,200025,3,Santa Clara
210357,200025,3,Santa Clara
210358,200024,3,Santa Clara
210359,200024,3,Santa Clara
210361,200355,3,Santa Clara
210364,200450,3,Santa Clara
210365,200748,3,Santa Clara
210366,200796,3,Santa Clara
210367,200850,3,Santa Clara
210368,200571,3,Santa Clara
210369,200631,3,Santa Clara
210370,200633,3,Santa Clara
210371,200632,3,Santa Clara
210372,200632,3,Santa Clara
210373,200732,3,Santa Clara
210375,200684,3,Santa Clara
210376,200682,3,Santa Clara
210377,200682,3,Santa Clara
210378,200735,3,Santa Clara
210383,200593,3,Santa Clara
210384,200449,3,Santa Clara
210385,200395,3,Santa Clara
210386,200969,3,Santa Clara
210387,200690,3,Santa Clara
210390,200281,3,Santa Clara
210391,200596,3,Santa Clara
210394,200694,3,Santa Clara
210395,200741,3,Santa Clara
210397,200741,3,Santa Clara
210400,200788,3,Santa Clara
210403,200723,3,Santa Clara
210404,200877,3,Santa Clara
210405,200922,3,Santa Clara
210406,200007,3,Santa Clara
210409,200010,3,Santa Clara
210410,200236,3,Santa Clara
210411,200251,3,Santa Clara
210412,200251,3,Santa Clara
210413,200223,3,Santa Clara
210416,200881,3,Santa Clara
210418,201011,3,Santa Clara
210419,201055,3,Santa Clara
210421,201060,3,Santa Clara
210422,201060,3,Santa Clara
210424,200768,3,Santa Clara
210427,200768,3,Santa Clara
210430,200933,3,Santa Clara
210431,201075,3,Santa Clara
210433,200933,3,Santa Clara
210434,200199,3,Santa Clara
210436,200883,3,Santa Clara
210437,201075,3,Santa Clara
210438,200023,3,Santa Clara
210439,200973,3,Santa Clara
210440,200562,3,Santa Clara
210441,200606,3,Santa Clara
210442,200563,3,Santa Clara
210447,200932,3,Santa Clara
210448,200827,3,Santa Clara
210450,200297,3,Santa Clara
210453,200296,3,Santa Clara
210457,200440,3,Santa Clara
210458,200827,3,Santa Clara
210461,200830,3,Santa Clara
210462,200440,3,Santa Clara
210463,200296,3,Santa Clara
210464,200827,3,Santa Clara
210466,200846,3,Santa Clara
210467,200846,3,Santa Clara
210471,200639,3,Santa Clara
210472,200584,3,Santa Clara
210475,200741,3,Santa Clara
210477,200067,3,Santa Clara
210478,200067,3,Santa Clara
210481,200068,3,Santa Clara
210482,200517,3,Santa Clara
210484,200451,3,Santa Clara
210486,200922,3,Santa Clara
210487,200359,3,Santa Clara
210489,200928,3,Santa Clara
210490,200649,3,Santa Clara
