MAZ,TAZ,COUNTY,county_name
314104,300687,4,Alameda
314107,300684,4,Alameda
314109,300181,4,Alameda
314110,300649,4,Alameda
314113,300399,4,Alameda
314114,300782,4,Alameda
314117,300474,4,Alameda
314119,300474,4,Alameda
314123,300247,4,Alameda
314124,301109,4,Alameda
314126,301041,4,Alameda
314127,300132,4,Alameda
314128,300689,4,Alameda
314130,300040,4,Alameda
314133,300461,4,Alameda
314134,300357,4,Alameda
314136,300736,4,Alameda
314143,300260,4,Alameda
314145,300435,4,Alameda
314148,300478,4,Alameda
314149,300401,4,Alameda
314151,300803,4,Alameda
314153,300071,4,Alameda
314154,300790,4,Alameda
314157,300817,4,Alameda
314158,300817,4,Alameda
314160,300813,4,Alameda
314162,300751,4,Alameda
314164,300190,4,Alameda
314167,300882,4,Alameda
314168,300983,4,Alameda
314169,300881,4,Alameda
314173,300936,4,Alameda
314178,300540,4,Alameda
314181,300536,4,Alameda
314186,300323,4,Alameda
314187,300696,4,Alameda
314189,300847,4,Alameda
314190,300756,4,Alameda
314192,300054,4,Alameda
314193,300873,4,Alameda
314194,300007,4,Alameda
314195,300535,4,Alameda
314198,301077,4,Alameda
314199,301077,4,Alameda
314200,300532,4,Alameda
314201,301080,4,Alameda
314202,300119,4,Alameda
314203,300333,4,Alameda
314205,300121,4,Alameda
314206,300720,4,Alameda
314207,300847,4,Alameda
314208,300697,4,Alameda
314209,300700,4,Alameda
314213,300052,4,Alameda
314214,300052,4,Alameda
314215,300058,4,Alameda
314216,300058,4,Alameda
314218,300058,4,Alameda
314219,301078,4,Alameda
314220,300750,4,Alameda
314221,301060,4,Alameda
314223,300949,4,Alameda
314224,301079,4,Alameda
314227,300342,4,Alameda
314228,300765,4,Alameda
314229,300700,4,Alameda
314230,301047,4,Alameda
314231,300530,4,Alameda
314232,300632,4,Alameda
314234,300342,4,Alameda
314236,300042,4,Alameda
314237,300937,4,Alameda
314238,300042,4,Alameda
314240,300342,4,Alameda
314241,300395,4,Alameda
314242,300342,4,Alameda
314244,300611,4,Alameda
314245,300631,4,Alameda
314249,300056,4,Alameda
314251,300340,4,Alameda
314253,300701,4,Alameda
314255,300515,4,Alameda
314256,300388,4,Alameda
314257,300388,4,Alameda
314259,300438,4,Alameda
314260,300802,4,Alameda
314263,300256,4,Alameda
314264,300560,4,Alameda
314267,301096,4,Alameda
314269,300855,4,Alameda
314270,300088,4,Alameda
314271,300176,4,Alameda
314272,300841,4,Alameda
314279,300421,4,Alameda
314280,300421,4,Alameda
314282,300336,4,Alameda
314283,300129,4,Alameda
314284,300129,4,Alameda
314285,300129,4,Alameda
314295,300633,4,Alameda
314298,300885,4,Alameda
314299,300840,4,Alameda
314300,300504,4,Alameda
314302,300398,4,Alameda
314310,300426,4,Alameda
314312,300426,4,Alameda
314316,300020,4,Alameda
314320,300514,4,Alameda
314324,300725,4,Alameda
314328,300724,4,Alameda
314332,300457,4,Alameda
314338,300180,4,Alameda
314341,300550,4,Alameda
314342,300552,4,Alameda
314352,300382,4,Alameda
314353,300382,4,Alameda
314354,300382,4,Alameda
314360,300319,4,Alameda
314363,300269,4,Alameda
314365,300947,4,Alameda
314370,300990,4,Alameda
314373,300183,4,Alameda
314383,300198,4,Alameda
314384,300684,4,Alameda
314385,300181,4,Alameda
314386,301110,4,Alameda
314389,300782,4,Alameda
314390,300807,4,Alameda
314391,300782,4,Alameda
314394,300360,4,Alameda
314395,300462,4,Alameda
314396,300399,4,Alameda
314402,300735,4,Alameda
314406,300781,4,Alameda
314410,300730,4,Alameda
314412,300687,4,Alameda
314413,301041,4,Alameda
314414,300791,4,Alameda
314415,300816,4,Alameda
314416,300797,4,Alameda
314417,300477,4,Alameda
314420,300797,4,Alameda
314421,300205,4,Alameda
314422,300065,4,Alameda
314423,300241,4,Alameda
314427,301015,4,Alameda
314430,300796,4,Alameda
314431,300188,4,Alameda
314433,300188,4,Alameda
314435,300300,4,Alameda
314440,300171,4,Alameda
314441,300171,4,Alameda
314442,300061,4,Alameda
314446,300466,4,Alameda
314448,300444,4,Alameda
314449,300444,4,Alameda
314452,300868,4,Alameda
314453,300766,4,Alameda
314454,300061,4,Alameda
314456,300104,4,Alameda
314457,300377,4,Alameda
314458,300899,4,Alameda
314459,300473,4,Alameda
314465,300126,4,Alameda
314466,300770,4,Alameda
314467,300287,4,Alameda
314470,301046,4,Alameda
314471,300665,4,Alameda
314472,300630,4,Alameda
314475,300630,4,Alameda
314477,300665,4,Alameda
314478,300613,4,Alameda
314479,300613,4,Alameda
314480,300050,4,Alameda
314481,300911,4,Alameda
314482,300911,4,Alameda
314483,300614,4,Alameda
314484,300610,4,Alameda
314485,300632,4,Alameda
314487,300615,4,Alameda
314492,300829,4,Alameda
314494,300645,4,Alameda
314495,300645,4,Alameda
314496,300297,4,Alameda
314497,300592,4,Alameda
314499,300410,4,Alameda
314505,300413,4,Alameda
314506,300413,4,Alameda
314510,300724,4,Alameda
314511,300663,4,Alameda
314514,300498,4,Alameda
314522,300398,4,Alameda
314526,300892,4,Alameda
314528,300903,4,Alameda
314529,300890,4,Alameda
314532,300329,4,Alameda
314535,300705,4,Alameda
314536,300307,4,Alameda
314539,300539,4,Alameda
314544,300269,4,Alameda
314545,300183,4,Alameda
314546,300545,4,Alameda
314548,300540,4,Alameda
314549,300420,4,Alameda
314550,301012,4,Alameda
314551,300269,4,Alameda
314552,301104,4,Alameda
314555,300348,4,Alameda
314561,300848,4,Alameda
314564,300030,4,Alameda
314565,300649,4,Alameda
314566,300360,4,Alameda
314569,300435,4,Alameda
314570,300360,4,Alameda
314574,300686,4,Alameda
314576,300181,4,Alameda
314577,300487,4,Alameda
314580,300685,4,Alameda
314581,300516,4,Alameda
314585,300302,4,Alameda
314587,300583,4,Alameda
314588,300464,4,Alameda
314593,300436,4,Alameda
314602,300096,4,Alameda
314603,300096,4,Alameda
314606,300768,4,Alameda
314610,301005,4,Alameda
314611,301004,4,Alameda
314614,300790,4,Alameda
314617,300120,4,Alameda
314618,301089,4,Alameda
314622,300799,4,Alameda
314623,300799,4,Alameda
314624,300839,4,Alameda
314631,300466,4,Alameda
314634,300794,4,Alameda
314635,300048,4,Alameda
314636,300282,4,Alameda
314639,300147,4,Alameda
314641,300691,4,Alameda
314642,300939,4,Alameda
314644,300715,4,Alameda
314646,300023,4,Alameda
314648,300353,4,Alameda
314650,300283,4,Alameda
314651,300468,4,Alameda
314655,300655,4,Alameda
314656,300632,4,Alameda
314657,300669,4,Alameda
314658,300669,4,Alameda
314659,300446,4,Alameda
314660,300721,4,Alameda
314661,300002,4,Alameda
314662,300721,4,Alameda
314663,300002,4,Alameda
314666,300008,4,Alameda
314667,300632,4,Alameda
314669,301044,4,Alameda
314672,300122,4,Alameda
314673,300179,4,Alameda
314675,300646,4,Alameda
314677,300776,4,Alameda
314678,300363,4,Alameda
314682,300397,4,Alameda
314684,300581,4,Alameda
314690,300593,4,Alameda
314691,300455,4,Alameda
314693,300020,4,Alameda
314694,300587,4,Alameda
314697,300992,4,Alameda
314701,300577,4,Alameda
314702,300448,4,Alameda
314704,300964,4,Alameda
314705,300658,4,Alameda
314707,300263,4,Alameda
314708,300264,4,Alameda
314709,300892,4,Alameda
314710,300891,4,Alameda
314712,300875,4,Alameda
314714,300217,4,Alameda
314717,300382,4,Alameda
314719,300382,4,Alameda
314723,300979,4,Alameda
314725,300077,4,Alameda
314726,300422,4,Alameda
314727,300220,4,Alameda
314728,300903,4,Alameda
314731,300908,4,Alameda
314735,300882,4,Alameda
314736,300807,4,Alameda
314737,300685,4,Alameda
314740,301112,4,Alameda
314741,300810,4,Alameda
314742,300681,4,Alameda
314745,300400,4,Alameda
314746,300036,4,Alameda
314747,300474,4,Alameda
314748,300967,4,Alameda
314749,300967,4,Alameda
314750,300400,4,Alameda
314751,300430,4,Alameda
314753,300430,4,Alameda
314756,300430,4,Alameda
314757,300689,4,Alameda
314762,300424,4,Alameda
314765,300084,4,Alameda
314766,300731,4,Alameda
314768,300583,4,Alameda
314781,300292,4,Alameda
314785,300282,4,Alameda
314786,300715,4,Alameda
314788,300805,4,Alameda
314790,300193,4,Alameda
314793,300133,4,Alameda
314794,300715,4,Alameda
314797,300023,4,Alameda
314799,300128,4,Alameda
314800,300570,4,Alameda
314801,300008,4,Alameda
314806,300937,4,Alameda
314807,300042,4,Alameda
314808,300877,4,Alameda
314810,300765,4,Alameda
314811,300697,4,Alameda
314813,300342,4,Alameda
314815,300007,4,Alameda
314816,300612,4,Alameda
314817,300697,4,Alameda
314818,300632,4,Alameda
314823,301047,4,Alameda
314824,301047,4,Alameda
314826,300607,4,Alameda
314827,300042,4,Alameda
314829,300654,4,Alameda
314830,300351,4,Alameda
314833,300633,4,Alameda
314836,300885,4,Alameda
314837,301118,4,Alameda
314838,300504,4,Alameda
314839,300386,4,Alameda
314843,300257,4,Alameda
314845,300640,4,Alameda
314846,300644,4,Alameda
314851,300722,4,Alameda
314852,301127,4,Alameda
314855,300643,4,Alameda
314856,300725,4,Alameda
314857,300646,4,Alameda
314858,300179,4,Alameda
314859,300646,4,Alameda
314864,300642,4,Alameda
314869,300775,4,Alameda
314870,300602,4,Alameda
314873,301026,4,Alameda
314874,300313,4,Alameda
314877,300414,4,Alameda
314879,300295,4,Alameda
314881,300029,4,Alameda
314886,300779,4,Alameda
314887,300414,4,Alameda
314888,300549,4,Alameda
314890,300497,4,Alameda
314891,300135,4,Alameda
314892,300297,4,Alameda
314893,300373,4,Alameda
314903,300361,4,Alameda
314907,300180,4,Alameda
314910,301031,4,Alameda
314912,300088,4,Alameda
314913,300380,4,Alameda
314915,300127,4,Alameda
314916,301040,4,Alameda
314917,300819,4,Alameda
314919,300157,4,Alameda
314921,300090,4,Alameda
314922,300139,4,Alameda
314924,300249,4,Alameda
314926,300287,4,Alameda
314927,301040,4,Alameda
314928,300223,4,Alameda
314930,300574,4,Alameda
314931,300624,4,Alameda
314942,300804,4,Alameda
314943,300283,4,Alameda
314946,300129,4,Alameda
314947,300060,4,Alameda
314949,300804,4,Alameda
314950,300283,4,Alameda
314954,300107,4,Alameda
314959,300455,4,Alameda
314960,300337,4,Alameda
314961,300413,4,Alameda
314963,300606,4,Alameda
314964,300257,4,Alameda
314965,300921,4,Alameda
314966,300398,4,Alameda
314967,300298,4,Alameda
314968,300642,4,Alameda
314970,300729,4,Alameda
314971,300728,4,Alameda
314973,300398,4,Alameda
314986,300987,4,Alameda
314988,300398,4,Alameda
314989,300185,4,Alameda
314998,300414,4,Alameda
314999,300366,4,Alameda
315001,300675,4,Alameda
315003,300029,4,Alameda
315006,300217,4,Alameda
315008,300217,4,Alameda
315009,300348,4,Alameda
315012,300980,4,Alameda
315013,300980,4,Alameda
315016,300319,4,Alameda
315017,300861,4,Alameda
315018,300309,4,Alameda
315022,300898,4,Alameda
315023,300948,4,Alameda
315025,300198,4,Alameda
315026,300930,4,Alameda
315027,300541,4,Alameda
315035,300211,4,Alameda
315038,300822,4,Alameda
315039,300201,4,Alameda
315040,300207,4,Alameda
315041,300453,4,Alameda
315043,300207,4,Alameda
315049,300967,4,Alameda
315050,300474,4,Alameda
315054,300428,4,Alameda
315057,300400,4,Alameda
315060,300687,4,Alameda
315061,300862,4,Alameda
315069,300392,4,Alameda
315071,300647,4,Alameda
315072,300359,4,Alameda
315074,300736,4,Alameda
315075,300112,4,Alameda
315077,300445,4,Alameda
315078,300959,4,Alameda
315079,300387,4,Alameda
315082,300075,4,Alameda
315085,300918,4,Alameda
315088,300049,4,Alameda
315089,300970,4,Alameda
315090,300970,4,Alameda
315091,300767,4,Alameda
315092,300767,4,Alameda
315093,300228,4,Alameda
315094,300228,4,Alameda
315097,300197,4,Alameda
315098,300197,4,Alameda
315099,300378,4,Alameda
315100,300227,4,Alameda
315101,300300,4,Alameda
315102,301031,4,Alameda
315103,301039,4,Alameda
315106,300170,4,Alameda
315108,300300,4,Alameda
315110,301032,4,Alameda
315111,300791,4,Alameda
315112,300562,4,Alameda
315116,300170,4,Alameda
315119,300177,4,Alameda
315120,300657,4,Alameda
315121,301084,4,Alameda
315122,300669,4,Alameda
315124,300669,4,Alameda
315128,300654,4,Alameda
315129,300654,4,Alameda
315131,300669,4,Alameda
315132,300654,4,Alameda
315133,300650,4,Alameda
315135,300652,4,Alameda
315136,300169,4,Alameda
315138,300413,4,Alameda
315140,300601,4,Alameda
315143,300551,4,Alameda
315144,300559,4,Alameda
315148,300725,4,Alameda
315149,300725,4,Alameda
315150,300724,4,Alameda
315152,300778,4,Alameda
315155,300528,4,Alameda
315164,300457,4,Alameda
315168,301025,4,Alameda
315174,300729,4,Alameda
315175,300837,4,Alameda
315177,300891,4,Alameda
315178,300891,4,Alameda
315180,300202,4,Alameda
315181,300875,4,Alameda
315183,300328,4,Alameda
315184,300372,4,Alameda
315185,300202,4,Alameda
315186,300875,4,Alameda
315191,300629,4,Alameda
315192,300495,4,Alameda
315197,300269,4,Alameda
315199,300925,4,Alameda
315202,300929,4,Alameda
315203,300884,4,Alameda
315204,300929,4,Alameda
315205,300181,4,Alameda
315207,300810,4,Alameda
315208,300509,4,Alameda
315209,300810,4,Alameda
315210,300807,4,Alameda
315211,301109,4,Alameda
315212,300260,4,Alameda
315213,300807,4,Alameda
315214,300647,4,Alameda
315223,300689,4,Alameda
315225,300785,4,Alameda
315226,300430,4,Alameda
315228,300537,4,Alameda
315233,300358,4,Alameda
315239,300487,4,Alameda
315244,300223,4,Alameda
315245,300224,4,Alameda
315249,300820,4,Alameda
315250,300136,4,Alameda
315251,300191,4,Alameda
315255,300657,4,Alameda
315258,300157,4,Alameda
315259,300157,4,Alameda
315260,300156,4,Alameda
315261,300146,4,Alameda
315262,300249,4,Alameda
315263,300312,4,Alameda
315265,300312,4,Alameda
315266,300312,4,Alameda
315267,300253,4,Alameda
315269,300017,4,Alameda
315270,300071,4,Alameda
315272,300305,4,Alameda
315273,300305,4,Alameda
315274,300075,4,Alameda
315275,300255,4,Alameda
315277,300071,4,Alameda
315278,300071,4,Alameda
315279,300073,4,Alameda
315280,300253,4,Alameda
315284,300441,4,Alameda
315285,300128,4,Alameda
315287,301039,4,Alameda
315288,300088,4,Alameda
315290,300022,4,Alameda
315291,300025,4,Alameda
315292,301059,4,Alameda
315293,300197,4,Alameda
315295,300061,4,Alameda
315296,301018,4,Alameda
315297,300353,4,Alameda
315298,300841,4,Alameda
315302,300520,4,Alameda
315303,300206,4,Alameda
315306,300468,4,Alameda
315311,300815,4,Alameda
315313,300650,4,Alameda
315314,300669,4,Alameda
315318,300654,4,Alameda
315320,300008,4,Alameda
315321,300008,4,Alameda
315322,300043,4,Alameda
315323,300052,4,Alameda
315324,300938,4,Alameda
315325,300043,4,Alameda
315327,301065,4,Alameda
315330,300607,4,Alameda
315335,300645,4,Alameda
315337,300755,4,Alameda
315341,300880,4,Alameda
315342,300590,4,Alameda
315343,300893,4,Alameda
315344,300663,4,Alameda
315346,300987,4,Alameda
315351,300383,4,Alameda
315354,300364,4,Alameda
315356,300257,4,Alameda
315357,300729,4,Alameda
315358,300844,4,Alameda
315359,300180,4,Alameda
315362,300596,4,Alameda
315365,300935,4,Alameda
315366,300935,4,Alameda
315367,300658,4,Alameda
315368,300979,4,Alameda
315370,300935,4,Alameda
315379,300510,4,Alameda
315383,300311,4,Alameda
315385,300140,4,Alameda
315388,300349,4,Alameda
315393,300810,4,Alameda
315395,300260,4,Alameda
315400,300478,4,Alameda
315401,300735,4,Alameda
315402,300381,4,Alameda
315404,300509,4,Alameda
315405,300463,4,Alameda
315410,300687,4,Alameda
315412,300638,4,Alameda
315414,300462,4,Alameda
315416,300434,4,Alameda
315419,301027,4,Alameda
315420,300730,4,Alameda
315424,300785,4,Alameda
315429,300688,4,Alameda
315430,300429,4,Alameda
315432,300101,4,Alameda
315434,300466,4,Alameda
315436,300124,4,Alameda
315437,300095,4,Alameda
315438,300016,4,Alameda
315444,300170,4,Alameda
315446,300016,4,Alameda
315447,300111,4,Alameda
315448,301022,4,Alameda
315449,300383,4,Alameda
315450,300396,4,Alameda
315455,300904,4,Alameda
315457,300895,4,Alameda
315467,300257,4,Alameda
315468,300729,4,Alameda
315472,300723,4,Alameda
315479,300456,4,Alameda
315485,300426,4,Alameda
315488,301020,4,Alameda
315493,300383,4,Alameda
315494,300528,4,Alameda
315495,300591,4,Alameda
315497,300398,4,Alameda
315498,300398,4,Alameda
315501,300407,4,Alameda
315505,301057,4,Alameda
315507,301120,4,Alameda
315508,300456,4,Alameda
315514,300595,4,Alameda
315518,300797,4,Alameda
315520,300012,4,Alameda
315521,300671,4,Alameda
315522,300974,4,Alameda
315523,300974,4,Alameda
315524,300044,4,Alameda
315525,300044,4,Alameda
315526,300759,4,Alameda
315527,300759,4,Alameda
315528,300707,4,Alameda
315530,300710,4,Alameda
315531,300761,4,Alameda
315532,300161,4,Alameda
315533,300162,4,Alameda
315534,300161,4,Alameda
315535,301034,4,Alameda
315537,300836,4,Alameda
315538,300839,4,Alameda
315539,300868,4,Alameda
315540,300196,4,Alameda
315541,300754,4,Alameda
315543,300841,4,Alameda
315548,300118,4,Alameda
315551,300377,4,Alameda
315557,300120,4,Alameda
315559,301090,4,Alameda
315561,300943,4,Alameda
315562,300574,4,Alameda
315563,300574,4,Alameda
315564,300484,4,Alameda
315565,300102,4,Alameda
315566,300339,4,Alameda
315568,300152,4,Alameda
315570,300574,4,Alameda
315572,300445,4,Alameda
315574,300282,4,Alameda
315576,300241,4,Alameda
315577,300126,4,Alameda
315578,300166,4,Alameda
315581,300124,4,Alameda
315588,300093,4,Alameda
315589,300288,4,Alameda
315590,300167,4,Alameda
315591,300018,4,Alameda
315592,300018,4,Alameda
315594,300747,4,Alameda
315595,300738,4,Alameda
315596,300739,4,Alameda
315599,300101,4,Alameda
315600,301038,4,Alameda
315601,300343,4,Alameda
315603,300239,4,Alameda
315604,300794,4,Alameda
315605,300049,4,Alameda
315611,300251,4,Alameda
315616,300484,4,Alameda
315622,300345,4,Alameda
315623,300813,4,Alameda
315624,300569,4,Alameda
315627,300072,4,Alameda
315630,300148,4,Alameda
315632,300223,4,Alameda
315633,300819,4,Alameda
315639,300106,4,Alameda
315643,300563,4,Alameda
315646,300062,4,Alameda
315647,300523,4,Alameda
315649,300283,4,Alameda
315650,300523,4,Alameda
315652,300421,4,Alameda
315653,300563,4,Alameda
315654,300517,4,Alameda
315662,300644,4,Alameda
315663,300984,4,Alameda
315664,301021,4,Alameda
315667,300180,4,Alameda
315670,300385,4,Alameda
315671,300180,4,Alameda
315672,300829,4,Alameda
315673,301021,4,Alameda
315676,300723,4,Alameda
315678,301124,4,Alameda
315680,300830,4,Alameda
315682,300645,4,Alameda
315684,300338,4,Alameda
315685,301026,4,Alameda
315687,300410,4,Alameda
315691,300456,4,Alameda
315693,300946,4,Alameda
315694,300542,4,Alameda
315695,300946,4,Alameda
315697,300947,4,Alameda
315698,300947,4,Alameda
315699,300947,4,Alameda
315701,300946,4,Alameda
315702,300946,4,Alameda
315705,300280,4,Alameda
315706,300151,4,Alameda
315708,300145,4,Alameda
315709,300145,4,Alameda
315710,300321,4,Alameda
315711,300658,4,Alameda
315712,300658,4,Alameda
315715,300925,4,Alameda
315720,300635,4,Alameda
315721,300635,4,Alameda
315725,300389,4,Alameda
315728,300033,4,Alameda
315733,300347,4,Alameda
315737,301012,4,Alameda
315739,300822,4,Alameda
315744,300967,4,Alameda
315746,300967,4,Alameda
315748,300787,4,Alameda
315749,300788,4,Alameda
315750,300788,4,Alameda
315751,300788,4,Alameda
315752,300464,4,Alameda
315753,300464,4,Alameda
315755,300036,4,Alameda
315756,300036,4,Alameda
315757,300036,4,Alameda
315759,300036,4,Alameda
315760,300736,4,Alameda
315763,300736,4,Alameda
315770,300435,4,Alameda
315772,300462,4,Alameda
315780,300065,4,Alameda
315785,300945,4,Alameda
315788,300945,4,Alameda
315789,300065,4,Alameda
315792,300197,4,Alameda
315793,300300,4,Alameda
315794,300012,4,Alameda
315795,300671,4,Alameda
315798,300017,4,Alameda
315799,300101,4,Alameda
315800,300101,4,Alameda
315802,300102,4,Alameda
315803,300048,4,Alameda
315804,300759,4,Alameda
315806,300164,4,Alameda
315807,300162,4,Alameda
315808,300711,4,Alameda
315809,300162,4,Alameda
315812,300160,4,Alameda
315813,300222,4,Alameda
315816,300845,4,Alameda
315824,300139,4,Alameda
315829,300761,4,Alameda
315830,300147,4,Alameda
315832,301048,4,Alameda
315834,300857,4,Alameda
315837,300244,4,Alameda
315838,301043,4,Alameda
315840,300042,4,Alameda
315841,300042,4,Alameda
315842,300042,4,Alameda
315843,300042,4,Alameda
315845,300615,4,Alameda
315846,301047,4,Alameda
315847,300042,4,Alameda
315848,300042,4,Alameda
315850,301064,4,Alameda
315852,301047,4,Alameda
315853,301047,4,Alameda
315854,300340,4,Alameda
315859,300725,4,Alameda
315860,300726,4,Alameda
315865,300457,4,Alameda
315866,300439,4,Alameda
315869,300547,4,Alameda
315872,300414,4,Alameda
315878,300257,4,Alameda
315879,300493,4,Alameda
315881,300724,4,Alameda
315882,300724,4,Alameda
315883,300248,4,Alameda
315884,300337,4,Alameda
315885,300373,4,Alameda
315888,300595,4,Alameda
315891,300547,4,Alameda
315892,300546,4,Alameda
315893,300925,4,Alameda
315894,300925,4,Alameda
315895,300881,4,Alameda
315897,300864,4,Alameda
315898,300897,4,Alameda
315900,300864,4,Alameda
315902,300259,4,Alameda
315903,300264,4,Alameda
315904,300314,4,Alameda
315905,300809,4,Alameda
315907,300544,4,Alameda
315908,300325,4,Alameda
315913,301098,4,Alameda
315923,300914,4,Alameda
315927,300980,4,Alameda
315930,300321,4,Alameda
315932,300218,4,Alameda
315935,300357,4,Alameda
315936,300509,4,Alameda
315940,300686,4,Alameda
315941,300487,4,Alameda
315948,300463,4,Alameda
315953,300735,4,Alameda
315955,301110,4,Alameda
315960,301109,4,Alameda
315961,300688,4,Alameda
315963,300132,4,Alameda
315964,300424,4,Alameda
315965,300402,4,Alameda
315966,300246,4,Alameda
315967,300246,4,Alameda
315970,300732,4,Alameda
315974,300403,4,Alameda
315979,300149,4,Alameda
315983,300850,4,Alameda
315984,300955,4,Alameda
315986,300671,4,Alameda
315987,300228,4,Alameda
315989,301088,4,Alameda
315991,300125,4,Alameda
315992,300445,4,Alameda
315993,301091,4,Alameda
315994,300445,4,Alameda
315995,300374,4,Alameda
316003,300738,4,Alameda
316006,300866,4,Alameda
316009,301005,4,Alameda
316017,300352,4,Alameda
316028,300607,4,Alameda
316031,300718,4,Alameda
316032,300607,4,Alameda
316035,300342,4,Alameda
316036,300937,4,Alameda
316038,300184,4,Alameda
316040,300397,4,Alameda
316044,301026,4,Alameda
316049,300893,4,Alameda
316050,300893,4,Alameda
316051,300180,4,Alameda
316057,300514,4,Alameda
316060,300180,4,Alameda
316068,300281,4,Alameda
316069,300968,4,Alameda
316070,300811,4,Alameda
316071,300982,4,Alameda
316072,300327,4,Alameda
316075,300983,4,Alameda
316077,300990,4,Alameda
316083,300217,4,Alameda
316085,300329,4,Alameda
316086,301012,4,Alameda
316090,300809,4,Alameda
316092,300898,4,Alameda
316093,300543,4,Alameda
316094,300499,4,Alameda
316097,300787,4,Alameda
316099,300400,4,Alameda
316100,300788,4,Alameda
316102,300036,4,Alameda
316103,300036,4,Alameda
316104,300036,4,Alameda
316111,300430,4,Alameda
316115,300685,4,Alameda
316120,300731,4,Alameda
316126,300302,4,Alameda
316129,300401,4,Alameda
316131,300807,4,Alameda
316134,300677,4,Alameda
316138,300649,4,Alameda
316144,300860,4,Alameda
316146,300860,4,Alameda
316148,300128,4,Alameda
316152,300147,4,Alameda
316153,300147,4,Alameda
316163,300163,4,Alameda
316165,300660,4,Alameda
316169,300123,4,Alameda
316170,300009,4,Alameda
316171,300758,4,Alameda
316175,300805,4,Alameda
316177,300794,4,Alameda
316178,301090,4,Alameda
316179,301089,4,Alameda
316181,300802,4,Alameda
316185,300345,4,Alameda
316187,300255,4,Alameda
316188,300013,4,Alameda
316190,300073,4,Alameda
316192,300072,4,Alameda
316200,300113,4,Alameda
316202,301054,4,Alameda
316203,300125,4,Alameda
316206,300445,4,Alameda
316208,300125,4,Alameda
316211,300120,4,Alameda
316212,300173,4,Alameda
316213,300175,4,Alameda
316214,300175,4,Alameda
316217,300088,4,Alameda
316222,300743,4,Alameda
316223,300742,4,Alameda
316226,300095,4,Alameda
316227,300617,4,Alameda
316230,300237,4,Alameda
316231,300066,4,Alameda
316232,300237,4,Alameda
316234,300049,4,Alameda
316235,300282,4,Alameda
316237,300092,4,Alameda
316240,300506,4,Alameda
316252,300088,4,Alameda
316253,300149,4,Alameda
316255,301016,4,Alameda
316265,300444,4,Alameda
316266,300918,4,Alameda
316273,300170,4,Alameda
316280,300624,4,Alameda
316283,300071,4,Alameda
316284,301016,4,Alameda
316286,300231,4,Alameda
316287,300228,4,Alameda
316293,300118,4,Alameda
316298,300715,4,Alameda
316307,300066,4,Alameda
316308,300099,4,Alameda
316312,300152,4,Alameda
316315,301092,4,Alameda
316317,300899,4,Alameda
316318,300235,4,Alameda
316321,301050,4,Alameda
316332,300469,4,Alameda
316334,300483,4,Alameda
316338,301046,4,Alameda
316339,300446,4,Alameda
316340,300632,4,Alameda
316342,300567,4,Alameda
316343,300042,4,Alameda
316345,300297,4,Alameda
316346,301124,4,Alameda
316353,300398,4,Alameda
316354,300987,4,Alameda
316355,300185,4,Alameda
316357,300606,4,Alameda
316359,300384,4,Alameda
316363,300248,4,Alameda
316364,300777,4,Alameda
316367,300634,4,Alameda
316368,300634,4,Alameda
316372,300180,4,Alameda
316373,300872,4,Alameda
316374,300080,4,Alameda
316375,300080,4,Alameda
316376,300080,4,Alameda
316377,300080,4,Alameda
316378,300447,4,Alameda
316379,300832,4,Alameda
316380,300200,4,Alameda
316381,300447,4,Alameda
316382,300832,4,Alameda
316383,300832,4,Alameda
316385,300577,4,Alameda
316393,300916,4,Alameda
316395,300370,4,Alameda
316396,300510,4,Alameda
316398,300389,4,Alameda
316401,300828,4,Alameda
316402,300828,4,Alameda
316407,300659,4,Alameda
316413,300780,4,Alameda
316415,300950,4,Alameda
316416,300907,4,Alameda
316427,300626,4,Alameda
316432,300040,4,Alameda
316433,300516,4,Alameda
316434,300900,4,Alameda
316436,300036,4,Alameda
316437,300036,4,Alameda
316440,300402,4,Alameda
316442,301041,4,Alameda
316443,301014,4,Alameda
316451,300430,4,Alameda
316464,300945,4,Alameda
316467,300204,4,Alameda
316470,301011,4,Alameda
316471,300619,4,Alameda
316473,300256,4,Alameda
316474,300619,4,Alameda
316475,300852,4,Alameda
316477,300375,4,Alameda
316483,300163,4,Alameda
316484,300710,4,Alameda
316486,301038,4,Alameda
316487,301037,4,Alameda
316488,301035,4,Alameda
316490,301035,4,Alameda
316493,300118,4,Alameda
316494,300568,4,Alameda
316495,300568,4,Alameda
316496,300706,4,Alameda
316497,300009,4,Alameda
316499,300800,4,Alameda
316500,300800,4,Alameda
316502,300693,4,Alameda
316503,300011,4,Alameda
316507,300444,4,Alameda
316509,300387,4,Alameda
316512,300100,4,Alameda
316520,301004,4,Alameda
316525,300719,4,Alameda
316526,300340,4,Alameda
316527,301064,4,Alameda
316531,301065,4,Alameda
316533,301065,4,Alameda
316535,300749,4,Alameda
316536,300616,4,Alameda
316537,300749,4,Alameda
316540,300567,4,Alameda
316541,300652,4,Alameda
316542,301043,4,Alameda
316543,300290,4,Alameda
316545,301025,4,Alameda
316546,301025,4,Alameda
316547,300384,4,Alameda
316548,300842,4,Alameda
316549,300550,4,Alameda
316552,300600,4,Alameda
316553,300597,4,Alameda
316554,300248,4,Alameda
316555,300777,4,Alameda
316561,300589,4,Alameda
316562,300180,4,Alameda
316567,300724,4,Alameda
316570,300412,4,Alameda
