"GEOID10","maz","taz"
"060816056001005",112006,100116
"060816056001006",116387,100116
"060816056001007",111731,100116
"060816056001008",112006,100116
"060816056001009",111731,100116
"060816056001010",111731,100116
"060816056001011",111731,100116
"060816056001012",115129,100116
"060816056001013",115129,100116
"060816056001014",115129,100116
"060816056001015",115129,100116
"060816056001016",115129,100116
"060816056001017",115129,100116
"060816056001018",115129,100116
"060816056001019",115129,100116
"060816056001020",112743,100116
"060816056001021",112743,100116
"060816056001022",115129,100116
"060816056002000",114555,100239
"060816056002001",115373,100239
"060816056002002",114555,100239
"060816056002003",114555,100239
"060816056002004",114555,100239
"060816056002005",114555,100239
"060816056002006",114555,100239
"060816056002007",114555,100239
"060816056002008",114555,100239
"060816056002009",110411,100239
"060816056002010",110976,100239
"060816056002011",110976,100239
"060816056002012",110976,100239
"060816056002013",110976,100239
"060816056002014",110411,100239
"060816056002015",110411,100239
"060816056002016",110411,100239
"060816056002017",110411,100239
"060816056002018",111733,100239
"060816056002019",111733,100239
"060816056002020",111733,100239
"060816056002021",115903,100239
"060816056002022",115903,100239
"060816056002023",115903,100239
"060816056002024",111733,100239
"060816056003000",113582,100240
"060816056003001",110972,100240
"060816056003002",112208,100240
"060816056003003",112208,100240
"060816056003004",118845,100240
"060816056003005",118845,100240
"060816056003006",112489,100240
"060816056003007",112489,100240
"060816056003008",112489,100240
"060816056003009",118845,100240
"060816056003010",111734,100240
"060816056003011",111734,100240
"060816056003012",114153,100240
"060816056003013",118475,100240
"060816056003014",114153,100240
"060816056003015",118142,100240
"060816056003016",115838,100240
"060816056003017",115838,100240
"060816056004000",110069,100307
"060816056004001",110069,100307
"060816056004002",113698,100307
"060816056004003",113698,100307
"060816056004004",116237,100307
"060816056004005",113698,100307
"060816056004006",116238,100307
"060816056004007",116238,100307
"060816056004008",116078,100307
"060816056004009",116078,100307
"060816056004010",116078,100307
"060816056004011",116078,100307
"060816056004012",112883,100307
"060816056004013",112883,100307
"060816056004014",110409,100307
"060816056004015",110409,100307
"060816056004016",111969,100307
"060816056004017",111969,100307
"060816056004018",112488,100307
"060816056004019",112883,100307
"060816056004020",116236,100307
"060816056004021",112883,100307
"060816056004022",116236,100307
"060816056004023",116236,100307
"060816056004024",116236,100307
"060816056004025",110413,100307
"060816056004026",116101,100307
"060816056004027",116101,100307
"060816056004028",110413,100307
"060816056004029",112885,100307
"060816056004030",110410,100307
"060816056004031",110413,100307
"060816056004032",110413,100307
"060816056004033",110413,100307
"060816056004034",110413,100307
"060816056004035",110413,100307
"060816056004036",110413,100307
"060816056004037",110413,100307
"060816056004038",112887,100307
"060816056004039",110413,100307
"060816056004040",116802,100307
"060816056004041",113431,100307
"060816056004042",110414,100307
"060816056004043",110414,100307
"060816056004044",112887,100307
"060816056004045",118138,100307
"060816056004046",116236,100307
"060816056004047",116236,100307
"060816056004048",116236,100307
"060816056004049",113518,100307
"060816056004050",110413,100307
"060816057001000",114702,100242
"060816057001001",116428,100242
"060816057001002",116428,100242
"060816057001003",114702,100242
"060816057001004",112681,100242
"060816057001005",112681,100242
"060816057001006",112681,100242
"060816057001007",112681,100242
"060816057001008",113178,100242
"060816057001009",112528,100242
"060816057001010",112528,100242
"060816057001011",112528,100242
"060816057001012",112528,100242
"060816057001013",112681,100242
"060816057001014",113178,100242
"060816057001015",117043,100242
"060816057001016",115233,100242
"060816057001017",112528,100242
"060816057001018",110753,100242
"060816057001019",110754,100242
"060816057001020",110754,100242
"060816057001021",110753,100242
"060816057001022",117043,100242
"060816057001023",112342,100242
"060816057001024",112342,100242
"060816057001025",113375,100242
"060816057002000",117038,100309
"060816057002001",117038,100309
"060816057002002",114934,100309
"060816057002003",114934,100309
"060816057002004",114934,100309
"060816057002005",114934,100309
"060816057002006",114934,100309
"060816057002007",115602,100309
"060816057002008",115601,100309
"060816057002009",118979,100309
"060816057002010",115601,100309
"060816057002011",115601,100309
"060816057002012",111949,100309
"060816057002013",111949,100309
"060816057002014",111949,100309
"060816057002015",111949,100309
"060816057002016",111949,100309
"060816057002017",114934,100309
"060816057002018",118979,100309
"060816057002019",118979,100309
"060816057002020",118979,100309
"060816057002021",118979,100309
"060816057002022",111949,100309
"060816057003000",113904,100308
"060816057003001",113904,100308
"060816057003002",113904,100308
"060816057003003",111591,100308
"060816057003004",115471,100308
"060816057003005",115471,100308
"060816057003006",115091,100308
"060816057003007",112744,100308
"060816057003008",115471,100308
"060816057003009",112744,100308
"060816057003010",115091,100308
"060816057003011",114157,100308
"060816057003012",118976,100308
"060816057003013",113904,100308
"060816057003014",112744,100308
"060816057003015",112039,100308
"060816057003016",112039,100308
"060816057003017",112039,100308
"060816057003018",112039,100308
"060816057003019",112039,100308
"060816057003020",112039,100308
"060816057003021",118976,100308
"060816057003022",111591,100308
"060816057003023",111591,100308
"060816057003024",111591,100308
"060816057003025",111591,100308
"060816057003026",112101,100308
"060816057004000",112303,100241
"060816057004001",112303,100241
"060816057004002",112303,100241
"060816057004003",112303,100241
"060816057004004",112303,100241
"060816057004005",118076,100241
"060816057004006",112096,100241
"060816057004007",112096,100241
"060816057004008",117523,100241
"060816057004009",114429,100241
"060816057004010",114429,100241
"060816057004011",114429,100241
"060816057004012",114429,100241
"060816057004013",117523,100241
"060816057004014",112096,100241
"060816057004015",112096,100241
"060816057004016",117523,100241
"060816057004017",111590,100241
"060816057004018",111590,100241
"060816057004019",111735,100241
"060816057004020",111735,100241
"060816057004021",111735,100241
"060816057004022",111590,100241
"060816057004023",111590,100241
"060816057004024",111590,100241
"060816057004025",111735,100241
"060816058001000",111736,100038
"060816058001001",112630,100038
"060816058001002",111534,100038
"060816058001003",111736,100038
"060816058001004",113590,100038
"060816058001005",113590,100038
"060816058001006",111029,100038
"060816058001007",111029,100038
"060816058001008",117524,100038
"060816058001009",117524,100038
"060816058001010",113590,100038
"060816058001011",114557,100038
"060816058001012",111534,100038
"060816058002000",114223,100037
"060816058002001",113591,100037
"060816058002002",114223,100037
"060816058002003",118981,100037
"060816058002004",118981,100037
"060816058002005",118074,100037
"060816058002006",118074,100037
"060816058002007",118074,100037
"060816058002008",113592,100037
"060816058002009",118074,100037
"060816058002010",117526,100037
"060816058002011",113591,100037
"060816058002012",118074,100037
"060816058002013",118074,100037
"060816058003000",113587,100039
"060816058003001",114556,100039
"060816058003002",111737,100039
"060816058003003",111737,100039
"060816058003004",111551,100039
"060816058003005",113588,100039
"060816058003006",114558,100039
"060816058003007",114943,100039
"060816058003008",118473,100039
"060816058003009",111737,100039
"060816059001000",112308,100040
"060816059001001",114701,100040
"060816059001002",118980,100040
"060816059001003",118080,100040
"060816059001004",112306,100040
"060816059001005",110977,100040
"060816059001006",117525,100040
"060816059001007",115604,100040
"060816059001008",118081,100040
"060816059001009",112628,100040
"060816059001010",111594,100040
"060816059001011",118983,100040
"060816059001012",112140,100040
"060816059001013",115604,100040
"060816059002000",117143,100041
"060816059002001",117143,100041
"060816059002002",110748,100041
"060816059002003",110748,100041
"060816059002004",113373,100041
"060816059002005",110745,100041
"060816059002006",117144,100041
"060816059002007",112141,100041
"060816059002008",114703,100041
"060816059002009",111595,100041
"060816059002010",112307,100041
"060816059002011",112641,100041
"060816059002012",112642,100041
"060816059003000",116168,100063
"060816059003001",116168,100063
"060816059003002",115231,100063
"060816059003003",110751,100063
"060816059003004",119144,100063
"060816059003005",119144,100063
"060816059003006",113179,100063
"060816059003007",110752,100063
"060816059003008",116169,100063
"060816059003009",113186,100063
"060816059003010",113186,100063
"060816059003011",113186,100063
"060816059003012",116169,100063
"060816060001000",118685,100117
"060816060001001",118685,100117
"060816060001002",118685,100117
"060816060001003",117456,100117
"060816060001004",118685,100117
"060816060001005",118685,100117
"060816060001006",119034,100117
"060816060001007",118684,100117
"060816060001008",117456,100117
"060816060001009",114421,100117
"060816060001010",113581,100117
"060816060001011",114421,100117
"060816060001012",114421,100117
"060816060001013",115031,100117
"060816060001014",115031,100117
"060816060001015",119034,100117
"060816060001016",115031,100117
"060816060001017",113027,100117
"060816060002000",116695,100064
"060816060002001",116213,100064
"060816060002002",116213,100064
"060816060002003",119249,100064
"060816060002004",112143,100064
"060816060002005",118984,100064
"060816060002006",118082,100064
"060816060002007",116018,100064
"060816060002008",118082,100064
"060816060002009",116019,100064
"060816060002010",113372,100064
"060816061001000",0,0
"060816061001001",0,0
"060816061001002",114423,100065
"060816061001003",114423,100065
"060816061001004",114423,100065
"060816061001005",114423,100065
"060816061001006",114423,100065
"060816061001007",114423,100065
"060816061001008",114423,100065
"060816061001009",110600,100065
"060816061001010",113190,100065
"060816061001011",114423,100065
"060816061001012",114423,100065
"060816061001013",114423,100065
"060816061001014",114552,100065
"060816061001015",117937,100065
"060816061001016",110897,100065
"060816061001017",113190,100065
"060816061001018",114423,100065
"060816061002000",110970,100066
"060816061002001",117520,100066
"060816061002002",111200,100066
"060816061002003",117318,100066
"060816061002004",116746,100066
"060816061002005",110792,100066
"060816061002006",118602,100066
"060816061002007",118448,100066
"060816061002008",117005,100066
"060816061002009",115545,100066
"060816061002010",115545,100066
"060816061002011",115545,100066
"060816061003000",118449,100067
"060816061003001",116388,100067
"060816061003002",116388,100067
"060816061003003",111517,100067
"060816061003004",111721,100067
"060816061003005",115591,100067
"060816061003006",111721,100067
"060816061003007",115241,100067
"060816061003008",114851,100067
"060816061003009",114851,100067
"060816061003010",114851,100067
"060816061003011",114851,100067
"060816061003012",112346,100067
"060816061003013",112346,100067
"060816061003014",114851,100067
"060816062001000",113380,100091
"060816062001001",113380,100091
"060816062001002",113380,100091
"060816062001003",113380,100091
"060816062001004",111331,100091
"060816062001005",113185,100091
"060816062001006",116738,100091
"060816062001007",111330,100091
"060816062001008",110750,100091
"060816062001009",111329,100091
"060816062001010",117148,100091
"060816062001011",119151,100091
"060816062001012",110750,100091
"060816062001013",110749,100091
"060816062002000",113382,100069
"060816062002001",113382,100069
"060816062002002",113383,100069
"060816062002003",117149,100069
"060816062002004",116740,100069
"060816062002005",116740,100069
"060816062002006",113184,100069
"060816062002007",119150,100069
"060816062002008",117145,100069
"060816062002009",111332,100069
"060816062002010",116741,100069
"060816062002011",116739,100069
"060816062002012",112688,100069
"060816062002013",112688,100069
"060816062002014",119153,100069
"060816062002015",112685,100069
"060816062002016",116742,100069
"060816062002017",115237,100069
"060816062002018",115237,100069
"060816062003000",110898,100070
"060816062003001",113931,100070
"060816062003002",111335,100070
"060816062003003",113930,100070
"060816062003004",112686,100070
"060816062003005",115239,100070
"060816062003006",117154,100070
"060816062003007",113188,100070
"060816062003008",114503,100070
"060816062003009",116305,100070
"060816062003010",117744,100070
"060816062003011",113188,100070
"060816062003012",113188,100070
"060816062003013",113189,100070
"060816062003014",112687,100070
"060816062003015",112687,100070
"060816062003016",113740,100070
"060816062004000",116634,100068
"060816062004001",116634,100068
"060816062004002",117913,100068
"060816062004003",116310,100068
"060816062004004",116310,100068
"060816062004005",114504,100068
"060816062004006",114504,100068
"060816062004007",116634,100068
"060816062004008",114504,100068
"060816062004009",117319,100068
"060816062004010",117913,100068
"060816062004011",117913,100068
"060816062004012",116310,100068
"060816062004013",113741,100068
"060816062004014",117319,100068
"060816062004015",117319,100068
"060816062004016",116307,100068
"060816062004017",116307,100068
"060816062004018",117319,100068
"060816062004019",113748,100068
"060816063001000",111273,100095
"060816063001001",111273,100095
"060816063001002",111273,100095
"060816063001003",116007,100095
"060816063001004",116007,100095
"060816063001005",111724,100095
"060816063001006",111724,100095
"060816063001007",111907,100095
"060816063001008",111907,100095
"060816063001009",118249,100095
"060816063001010",118248,100095
"060816063001011",114285,100095
"060816063001012",114285,100095
"060816063001013",115737,100095
"060816063001014",115737,100095
"060816063001015",119076,100095
"060816063001016",113672,100095
"060816063001017",113672,100095
"060816063001018",111273,100095
"060816063001019",119074,100095
"060816063001020",119074,100095
"060816063001021",113673,100095
"060816063001022",113673,100095
"060816063001023",110719,100095
"060816063001024",110719,100095
"060816063001025",115737,100095
"060816063001026",115737,100095
"060816063001027",114285,100095
"060816063001028",118250,100095
"060816063001029",118250,100095
"060816063002000",117745,100093
"060816063002001",117745,100093
"060816063002002",116306,100093
"060816063002003",116306,100093
"060816063002004",116306,100093
"060816063002005",116306,100093
"060816063002006",111466,100093
"060816063002007",115016,100093
"060816063002008",115016,100093
"060816063002009",111466,100093
"060816063002010",117872,100093
"060816063002011",111466,100093
"060816063002012",110247,100093
"060816063002013",110247,100093
"060816063002014",111906,100093
"060816063002015",115017,100093
"060816063002016",111469,100093
"060816063002017",111469,100093
"060816063002018",111467,100093
"060816063002019",110247,100093
"060816063002020",117874,100093
"060816063002021",111468,100093
"060816063002022",110247,100093
"060816063002023",111468,100093
"060816063002024",111468,100093
"060816063002025",114353,100093
"060816063002026",111467,100093
"060816063002027",117872,100093
"060816063002028",114348,100093
"060816063002029",118242,100093
"060816063003000",117153,100092
"060816063003001",117153,100092
"060816063003002",117153,100092
"060816063003003",112680,100092
"060816063003004",112411,100092
"060816063003005",110755,100092
"060816063003006",113374,100092
"060816063003007",113929,100092
"060816063003008",113929,100092
"060816063003009",115240,100092
"060816063003010",116311,100092
"060816063003011",111462,100092
"060816063003012",114347,100092
"060816063003013",114347,100092
"060816063003014",115240,100092
"060816063003015",115015,100092
"060816063003016",111462,100092
"060816063003017",115015,100092
"060816063003018",115015,100092
"060816063003019",113742,100092
"060816063003020",113374,100092
"060816063003021",113746,100092
"060816063003022",118241,100092
"060816063003023",116865,100092
"060816064001000",118015,100322
"060816064001001",118015,100322
"060816064001002",112142,100322
"060816064001003",113177,100322
"060816064001004",113177,100322
"060816064001005",116171,100322
"060816064002000",114350,100323
"060816064002001",114350,100323
"060816064002002",117321,100323
"060816064002003",117321,100323
"060816064002004",118246,100323
"060816064002005",111463,100323
"060816064002006",111901,100323
"060816064002007",111901,100323
"060816064002008",111902,100323
"060816064002009",114350,100323
"060816064003000",114354,100324
"060816064003001",114354,100324
"060816064003002",114355,100324
"060816064003003",114355,100324
"060816064003004",114610,100324
"060816064003005",118252,100324
"060816064003006",116314,100324
"060816064003007",116314,100324
"060816064004000",112683,100267
"060816064004001",115234,100267
"060816064004002",113639,100267
"060816064004003",113639,100267
"060816064004004",117747,100267
"060816064004005",113743,100267
"060816064004006",111900,100267
"060816064004007",116170,100267
"060816065001000",111326,100326
"060816065001001",111326,100326
"060816065001002",111326,100326
"060816065001003",111328,100326
"060816065001004",111328,100326
"060816065001005",111328,100326
"060816065001006",113378,100326
"060816065001007",113378,100326
"060816065001008",114349,100326
"060816065001009",118243,100326
"060816065001010",118243,100326
"060816065001011",118243,100326
"060816065001012",115011,100326
"060816065001013",115012,100326
"060816065002000",117871,100328
"060816065002001",115019,100328
"060816065002002",116316,100328
"060816065002003",116317,100328
"060816065002004",111471,100328
"060816065002005",115013,100328
"060816065002006",116318,100328
"060816065002007",117362,100328
"060816065002008",114541,100328
"060816065002009",116318,100328
"060816065002010",117362,100328
"060816065003000",111327,100327
"060816065003001",113376,100327
"060816065003002",111327,100327
"060816065003003",113379,100327
"060816065003004",116736,100327
"060816065003005",116736,100327
"060816065003006",114351,100327
"060816065003007",114351,100327
"060816065003008",110580,100327
"060816065003009",112926,100327
"060816065003010",112926,100327
"060816065003011",112926,100327
"060816065003012",113379,100327
"060816065003013",113376,100327
"060816065003014",113376,100327
"060816065003015",113376,100327
"060816065003016",113379,100327
"060816065004000",115592,100325
"060816065004001",115473,100325
"060816065004002",112277,100325
"060816065004003",114535,100325
"060816065004004",112721,100325
"060816065004005",112721,100325
"060816065004006",110126,100325
"060816065004007",110126,100325
"060816065004008",114535,100325
"060816065004009",117876,100325
"060816065004010",117876,100325
"060816065004011",117360,100325
"060816065004012",117986,100325
"060816065004013",117986,100325
"060816066001000",114302,100329
"060816066001001",114302,100329
"060816066001002",114302,100329
"060816066001003",114302,100329
"060816066001004",114356,100329
"060816066001005",115020,100329
"060816066001006",118253,100329
"060816066001007",118253,100329
"060816066001008",110264,100329
"060816066001009",116145,100329
"060816066001010",110265,100329
"060816066001011",117875,100329
"060816066001012",117875,100329
"060816066001013",114356,100329
"060816066001014",110265,100329
"060816066001015",110265,100329
"060816066001016",116145,100329
"060816066001017",118254,100329
"060816066001018",118254,100329
"060816066002000",110723,100330
"060816066002001",110723,100330
"060816066002002",116146,100330
"060816066002003",110299,100330
"060816066002004",110723,100330
"060816066002005",110723,100330
"060816066002006",110723,100330
"060816066002007",113168,100330
"060816066002008",113168,100330
"060816066002009",113168,100330
"060816066002010",113168,100330
"060816066002011",110723,100330
"060816066002012",110587,100330
"060816066002013",114939,100330
"060816066002014",113569,100330
"060816066002015",113567,100330
"060816066002016",119185,100330
"060816066002017",114545,100330
"060816066002018",110585,100330
"060816066002019",114609,100330
"060816066002020",110582,100330
"060816066002021",115132,100330
"060816066002022",114936,100330
"060816066002023",113568,100330
"060816066003000",114289,100094
"060816066003001",119184,100094
"060816066003002",111473,100094
"060816066003003",110131,100094
"060816066003004",118669,100094
"060816066003005",114937,100094
"060816066003006",114935,100094
"060816066003007",113565,100094
"060816066003008",110130,100094
"060816066003009",117506,100094
"060816067001000",111167,100276
"060816067001001",116632,100276
"060816067001002",111167,100276
"060816067001003",116632,100276
"060816067001004",116632,100276
"060816067001005",114538,100276
"060816067001006",116632,100276
"060816067001007",116632,100276
"060816067001008",116632,100276
"060816067001009",116632,100276
"060816067002000",110133,100310
"060816067002001",110588,100310
"060816067002002",114544,100310
"060816067002003",113572,100310
"060816067002004",114544,100310
"060816067002005",113572,100310
"060816067002006",114544,100310
"060816067002007",111382,100310
"060816067002008",110588,100310
"060816067002009",114548,100310
"060816067002010",114546,100310
"060816067002011",117504,100310
"060816067002012",110066,100310
"060816067002013",114941,100310
"060816067002014",114941,100310
"060816067002015",114547,100310
"060816067002016",114548,100310
"060816067002017",113572,100310
"060816067002018",113572,100310
"060816067002019",114942,100310
"060816067002020",119186,100310
"060816067002021",117504,100310
"060816067002022",114549,100310
"060816068001000",115093,100311
"060816068001001",115093,100311
"060816068001002",115093,100311
"060816068001003",115093,100311
"060816068001004",115093,100311
"060816068001005",115093,100311
"060816068001006",112720,100311
"060816068001007",113561,100311
"060816068001008",115093,100311
"060816068001009",112105,100311
"060816068001010",116017,100311
"060816068001011",116017,100311
"060816068001012",116017,100311
"060816068001013",118444,100311
"060816068001014",115093,100311
"060816068001015",115093,100311
"060816068002000",110068,100311
"060816068002001",110068,100311
"060816068002002",110068,100311
"060816068002003",110068,100311
"060816068002004",116940,100311
"060816068002005",110068,100311
"060816068002006",119032,100311
"060816068002007",119032,100311
"060816068002008",116940,100311
"060816068002009",119032,100311
"060816068002010",119032,100311
"060816068002011",119032,100311
"060816068002012",115334,100311
"060816068002013",115334,100311
"060816068002014",115334,100311
"060816068002015",119032,100311
"060816068002016",115334,100311
"060816068002017",115334,100311
"060816068002018",115334,100311
"060816068002019",115334,100311
"060816068002020",115334,100311
"060816068002021",118218,100311
"060816068002022",118218,100311
"060816068002023",118218,100311
"060816068002024",118218,100311
"060816068002025",118218,100311
"060816068002026",118218,100311
"060816068002027",116001,100311
"060816068002028",116001,100311
"060816068002029",116001,100311
"060816068002030",116001,100311
"060816068002031",119032,100311
"060816068002032",119032,100311
"060816068002033",116001,100311
"060816068002034",114888,100311
"060816068002035",114888,100311
"060816068002036",114888,100311
"060816068002037",114888,100311
"060816068002038",115334,100311
"060816069001000",118891,100238
"060816069001001",118891,100238
"060816069001002",112404,100238
"060816069001003",112404,100238
"060816069001004",112404,100238
"060816069001005",116633,100238
"060816069001006",114551,100238
"060816069001007",116633,100238
"060816069001008",112404,100238
"060816069001009",112404,100238
"060816069001010",112404,100238
"060816069001011",118891,100238
"060816069001012",112103,100238
"060816069001013",113576,100238
"060816069002000",114128,100237
"060816069002001",114128,100237
"060816069002002",114128,100237
"060816069002003",119188,100237
"060816069002004",116014,100237
"060816069002005",117512,100237
"060816069002006",117512,100237
"060816069002007",116429,100237
"060816069002008",115585,100237
"060816069002009",117512,100237
"060816069002010",117512,100237
"060816069002011",117512,100237
"060816069002012",117512,100237
"060816069002013",117512,100237
"060816069002014",110137,100237
"060816070001000",117510,100097
"060816070001001",117364,100097
"060816070001002",117364,100097
"060816070001003",117364,100097
"060816070001004",117364,100097
"060816070002000",116858,100097
"060816070002001",110052,100097
"060816070002002",118143,100097
"060816070002003",118668,100097
"060816070002004",118668,100097
"060816070002005",118668,100097
"060816070002006",110055,100097
"060816070002007",118668,100097
"060816070002008",118668,100097
"060816070002009",118600,100097
"060816070002010",118600,100097
"060816070002011",110055,100097
"060816070002012",110055,100097
"060816070002013",113640,100097
"060816070002014",118526,100097
"060816070002015",110055,100097
"060816070002016",110055,100097
"060816070002017",113640,100097
"060816070002018",113640,100097
"060816070002019",113640,100097
"060816070002020",118217,100097
"060816070002021",110053,100097
"060816070002022",112345,100097
"060816070002023",118600,100097
"060816070002024",113640,100097
"060816070002025",113640,100097
"060816070002026",113640,100097
"060816070002027",113640,100097
"060816070002028",113640,100097
"060816070002029",110197,100097
"060816070002030",110197,100097
"060816071001000",113924,100122
"060816071001001",110515,100122
"060816071001002",110515,100122
"060816071001003",118894,100122
"060816071001004",118894,100122
"060816071001005",113507,100122
"060816071001006",113507,100122
"060816071001007",113507,100122
"060816071002000",114274,100098
"060816071002001",112202,100098
"060816071002002",115886,100098
"060816071002003",112418,100098
"060816071002004",110337,100098
"060816071002005",112021,100098
"060816071002006",113509,100098
"060816071002007",115886,100098
"060816071002008",112021,100098
"060816071002009",118912,100098
"060816071002010",118912,100098
"060816071002011",118912,100098
"060816071003000",114271,100096
"060816071003001",114271,100096
"060816071003002",114475,100096
"060816071003003",114477,100096
"060816071003004",110079,100096
"060816071003005",110330,100096
"060816071003006",114477,100096
"060816071003007",110330,100096
"060816071003008",118227,100096
"060816071003009",110242,100096
"060816071003010",114475,100096
"060816071003011",117724,100096
"060816071003012",117725,100096
"060816071003013",118226,100096
"060816071003014",117724,100096
"060816071003015",118227,100096
"060816071003016",117207,100096
"060816071003017",110330,100096
"060816071003018",118226,100096
"060816072001000",110238,100125
"060816072001001",111881,100125
"060816072001002",117300,100125
"060816072001003",116869,100125
"060816072001004",112413,100125
"060816072001005",114272,100125
"060816072001006",112016,100125
"060816072001007",114482,100125
"060816072001008",116869,100125
"060816072001009",114483,100125
"060816072002000",114275,100124
"060816072002001",115140,100124
"060816072002002",117855,100124
"060816072002003",115140,100124
"060816072002004",112020,100124
"060816072002005",110335,100124
"060816072002006",117465,100124
"060816072002007",117861,100124
"060816072002008",117861,100124
"060816072002009",112020,100124
"060816072002010",115140,100124
"060816072002011",117861,100124
"060816072002012",118770,100124
"060816072002013",118770,100124
"060816072002014",118770,100124
"060816072002015",118384,100124
"060816072002016",110280,100124
"060816072002017",112551,100124
"060816072002018",116874,100124
"060816072002019",112022,100124
"060816072002020",112022,100124
"060816072002021",110268,100124
"060816072002022",110268,100124
"060816072002023",118231,100124
"060816072002024",110080,100124
"060816072002025",117854,100124
"060816072002026",118259,100124
"060816072002027",118259,100124
"060816072002028",116873,100124
"060816072002029",116873,100124
"060816072002030",116873,100124
"060816073001000",116292,100126
"060816073001001",117713,100126
"060816073001002",110591,100126
"060816073001003",117365,100126
"060816073001004",110134,100126
"060816073001005",110239,100126
"060816073001006",110134,100126
"060816073001007",110591,100126
"060816073001008",117365,100126
"060816073001009",114550,100126
"060816073001010",113571,100126
"060816073001011",113571,100126
"060816073001012",117509,100126
"060816073002000",112007,100154
"060816073002001",112007,100154
"060816073002002",111885,100154
"060816073002003",111885,100154
"060816073002004",113710,100154
"060816073002005",113710,100154
"060816073002006",113710,100154
"060816073002007",116296,100154
"060816073002008",113713,100154
"060816073002009",117717,100154
"060816073002010",116296,100154
"060816073002011",110243,100154
"060816073002012",114269,100154
"060816073002013",112201,100154
"060816073002014",114751,100154
"060816073002015",114751,100154
"060816073002016",113710,100154
"060816073002017",113710,100154
"060816073002018",114751,100154
"060816073002019",114751,100154
"060816073002020",114270,100154
"060816073003000",113711,100126
"060816073003001",116295,100126
"060816073003002",113711,100126
"060816073003003",116733,100126
"060816073003004",113711,100126
"060816073003005",113711,100126
"060816073003006",111164,100126
"060816073003007",111164,100126
"060816073003008",111164,100126
"060816073003009",111164,100126
"060816073003010",116733,100126
"060816073003011",116733,100126
"060816074001000",114543,100156
"060816074001001",114543,100156
"060816074001002",110078,100156
"060816074001003",119039,100156
"060816074001004",119039,100156
"060816074001005",119039,100156
"060816074001006",119039,100156
"060816074001007",119039,100156
"060816074001008",115136,100156
"060816074001009",110794,100156
"060816074001010",112348,100156
"060816074001011",111456,100156
"060816074001012",110583,100156
"060816074001013",119039,100156
"060816074001014",117709,100156
"060816074001015",113171,100156
"060816074001016",113171,100156
"060816074001017",116731,100156
"060816074001018",116731,100156
"060816074001019",110583,100156
"060816074002000",110235,100157
"060816074002001",110235,100157
"060816074002002",113172,100157
"060816074002003",113917,100157
"060816074002004",113918,100157
"060816074002005",117712,100157
"060816074002006",113919,100157
"060816074002007",113917,100157
"060816074002008",111874,100157
"060816074002009",116729,100157
"060816074003000",111879,100155
"060816074003001",113920,100155
"060816074003002",111877,100155
"060816074003003",111879,100155
"060816074003004",111878,100155
"060816074003005",111879,100155
"060816074003006",111877,100155
"060816074003007",114750,100155
"060816074003008",117710,100155
"060816074003009",113921,100155
"060816074003010",116293,100155
"060816074003011",110240,100155
"060816074003012",110240,100155
"060816074003013",111878,100155
"060816074003014",111882,100155
"060816074003015",117711,100155
"060816074003016",111458,100155
"060816074003017",111882,100155
"060816075001000",115366,100158
"060816075001001",115366,100158
"060816075001002",115366,100158
"060816075001003",112407,100158
"060816075001004",112407,100158
"060816075001005",112407,100158
"060816075001006",112407,100158
"060816075001007",115366,100158
"060816075001008",112407,100158
"060816075001009",112407,100158
"060816075001010",112407,100158
"060816075001011",112407,100158
"060816075001012",112407,100158
"060816075001013",114837,100158
"060816075001014",114837,100158
"060816075001015",114837,100158
"060816075001016",113174,100158
"060816075001017",114837,100158
"060816075001018",113174,100158
"060816075001019",114837,100158
"060816075001020",114837,100158
"060816075001021",114837,100158
"060816075001022",113176,100158
"060816075001023",113176,100158
"060816075001024",113176,100158
"060816075001025",113176,100158
"060816075001026",112406,100158
"060816075001027",112406,100158
"060816075001028",112406,100158
"060816075001029",110725,100158
"060816075001030",110232,100158
"060816075001031",112407,100158
"060816075001032",112724,100158
"060816075001033",112407,100158
"060816075001034",115370,100158
"060816075001035",117129,100158
"060816075001036",110232,100158
"060816075001037",110232,100158
"060816075001038",110232,100158
"060816075001039",110232,100158
"060816075001040",110232,100158
"060816075001041",112407,100158
"060816075001042",110237,100158
"060816075001043",117879,100158
"060816075001044",116728,100158
"060816075001045",117879,100158
"060816076001000",117130,100123
"060816076001001",112618,100123
"060816076001002",115743,100123
"060816076001003",115743,100123
"060816076001004",112618,100123
"060816076001005",110722,100123
"060816076001006",115739,100123
"060816076001007",115739,100123
"060816076001008",112618,100123
"060816076001009",117131,100123
"060816076001010",115739,100123
"060816076001011",113343,100123
"060816076001012",110731,100123
"060816076001013",110731,100123
"060816076001014",110731,100123
"060816076002000",110881,100123
"060816076002001",110881,100123
"060816076002002",110721,100123
"060816076002003",110721,100123
"060816076002004",110262,100123
"060816076002005",110262,100123
"060816076002006",110262,100123
"060816076002007",110262,100123
"060816076003000",110301,100123
"060816076003001",110301,100123
"060816076003002",110301,100123
"060816076003003",110301,100123
"060816076003004",110301,100123
"060816076003005",110301,100123
"060816076003006",110301,100123
"060816076003007",110301,100123
"060816076003008",110301,100123
"060816076003009",112812,100123
"060816076004000",114611,100123
"060816076004001",114611,100123
"060816076004002",119030,100123
"060816076004003",119030,100123
"060816076004004",119030,100123
"060816076004005",110298,100123
"060816076004006",110882,100123
"060816076004007",110882,100123
"060816076004008",110882,100123
