"GEOID10","maz","taz"
"060133540023003",417886,400630
"060133540023004",411845,400630
"060133540023005",428073,400630
"060133540023006",410399,400630
"060133540023007",410399,400630
"060133540023008",410399,400630
"060133540023009",423527,400630
"060133540023010",423366,400630
"060133540023011",425857,400630
"060133540023012",425976,400630
"060133540023013",425857,400630
"060133540023014",423366,400630
"060133540023015",423366,400630
"060133540023016",410123,400630
"060133540023017",410123,400630
"060133540023018",410123,400630
"060133540023019",410123,400630
"060133540023020",410123,400630
"060133540023021",417886,400630
"060133540023022",410399,400630
"060133540024000",425975,400629
"060133540024001",411533,400629
"060133540024002",421480,400629
"060133540024003",414886,400629
"060133540024004",414203,400629
"060133540024005",425975,400629
"060133540024006",414203,400629
"060133540024007",414886,400629
"060133540024008",411567,400629
"060133540024009",414886,400629
"060133540024010",414886,400629
"060133540024011",410968,400629
"060133540024012",410968,400629
"060133540024013",414203,400629
"060133540024014",414203,400629
"060133540024015",414203,400629
"060133540024016",414203,400629
"060133540024017",414203,400629
"060133540024018",414203,400629
"060133540024019",414203,400629
"060133540024020",425416,400629
"060133540024021",414886,400629
"060133540024022",425416,400629
"060133540024023",417862,400629
"060133540024024",417862,400629
"060133540024025",417862,400629
"060133540024026",417862,400629
"060133540024027",411567,400629
"060133540024028",414203,400629
"060133540024029",410401,400629
"060133540024030",410687,400629
"060133540024031",410687,400629
"060133540024032",410687,400629
"060133551071000",410589,400002
"060133551071001",410589,400002
"060133551071002",410589,400002
"060133551071003",410589,400002
"060133551071004",410589,400002
"060133551071005",410754,400002
"060133551071006",410754,400002
"060133551071007",0,0
"060133551071008",427832,400002
"060133551071009",423460,400002
"060133551071010",427832,400002
"060133551071011",410754,400002
"060133551071012",411714,400002
"060133551071013",424478,400002
"060133551071014",411714,400002
"060133551071015",425075,400002
"060133551071016",411714,400002
"060133551071017",0,0
"060133551071018",0,0
"060133551071019",411714,400002
"060133551071020",411714,400002
"060133551071021",0,0
"060133551071022",424478,400002
"060133551071023",424478,400002
"060133551071024",424478,400002
"060133551071025",424478,400002
"060133551071026",421762,400002
"060133551071027",424478,400002
"060133551071028",424478,400002
"060133551071029",421762,400002
"060133551071030",424478,400002
"060133551071031",424478,400002
"060133551071032",424478,400002
"060133551071033",425075,400002
"060133551071034",419697,400002
"060133551071035",427163,400002
"060133551071036",427163,400002
"060133551071037",427163,400002
"060133551071038",427163,400002
"060133551071039",428194,400002
"060133551071040",423464,400002
"060133551071041",427163,400002
"060133551071042",413261,400002
"060133551071043",427163,400002
"060133551071044",427163,400002
"060133551071045",424476,400002
"060133551071046",424476,400002
"060133551071047",424476,400002
"060133551071048",419697,400002
"060133551071049",419697,400002
"060133551071050",424476,400002
"060133551071051",424476,400002
"060133551071052",424476,400002
"060133551071053",419697,400002
"060133551071054",424478,400002
"060133551071055",424478,400002
"060133551071056",424478,400002
"060133551071057",419697,400002
"060133551071058",419697,400002
"060133551071059",414918,400002
"060133551071060",414918,400002
"060133551071061",419704,400002
"060133551071062",419703,400002
"060133551071063",419704,400002
"060133551071064",419704,400002
"060133551071065",419704,400002
"060133551071066",424887,400002
"060133551071067",424887,400002
"060133551071068",419704,400002
"060133551071069",419704,400002
"060133551071070",412390,400002
"060133551071071",412390,400002
"060133551071072",417279,400002
"060133551071073",414783,400002
"060133551071074",417279,400002
"060133551071075",417279,400002
"060133551071076",411718,400002
"060133551071077",411718,400002
"060133551071078",411718,400002
"060133551071079",412390,400002
"060133551071080",412390,400002
"060133551071081",414783,400002
"060133551071082",414783,400002
"060133551071083",411718,400002
"060133551071084",411718,400002
"060133551071085",414783,400002
"060133551071086",411718,400002
"060133551071087",421352,400002
"060133551071088",417279,400002
"060133551071089",417279,400002
"060133551071090",419704,400002
"060133551071091",414783,400002
"060133551071092",421352,400002
"060133551071093",421352,400002
"060133551071094",421352,400002
"060133551071095",414783,400002
"060133551071096",421352,400002
"060133551071097",421352,400002
"060133551071098",421352,400002
"060133551071099",423001,400002
"060133551071100",421352,400002
"060133551071101",423001,400002
"060133551071102",423001,400002
"060133551071103",423001,400002
"060133551071104",423001,400002
"060133551071105",423001,400002
"060133551071106",423001,400002
"060133551071107",421352,400002
"060133551071108",421352,400002
"060133551071109",412560,400002
"060133551071110",423001,400002
"060133551071111",418802,400002
"060133551071112",415158,400002
"060133551071113",423001,400002
"060133551071114",418802,400002
"060133551071115",412398,400002
"060133551071116",415292,400002
"060133551071117",415292,400002
"060133551071118",415292,400002
"060133551071119",415292,400002
"060133551071120",412956,400002
"060133551071121",421352,400002
"060133551071122",414233,400002
"060133551071123",414489,400002
"060133551071124",412956,400002
"060133551071125",412956,400002
"060133551071126",420955,400002
"060133551071127",420955,400002
"060133551071128",420955,400002
"060133551071129",420955,400002
"060133551071130",414233,400002
"060133551071131",414233,400002
"060133551071132",414233,400002
"060133551071133",414233,400002
"060133551071134",424887,400002
"060133551071135",424887,400002
"060133551071136",424887,400002
"060133551071137",412242,400002
"060133551071138",412242,400002
"060133551071139",414918,400002
"060133551071140",414918,400002
"060133551071141",419697,400002
"060133551071142",410748,400002
"060133551071143",414488,400002
"060133551071144",424887,400002
"060133551071145",414488,400002
"060133551071146",419920,400002
"060133551071147",419920,400002
"060133551071148",414233,400002
"060133551071149",417062,400002
"060133551071150",417062,400002
"060133551071151",417281,400002
"060133551071152",419920,400002
"060133551071153",425499,400002
"060133551071154",425499,400002
"060133551071155",425499,400002
"060133551071156",425499,400002
"060133551071157",425499,400002
"060133551071158",425499,400002
"060133551071159",425499,400002
"060133551071160",425499,400002
"060133551071161",425499,400002
"060133551071162",425499,400002
"060133551071163",425499,400002
"060133551071164",425499,400002
"060133551071165",422191,400002
"060133551071166",422191,400002
"060133551071167",425499,400002
"060133551071168",420955,400002
"060133551071169",420955,400002
"060133551071170",418802,400002
"060133551071171",418802,400002
"060133551071172",418802,400002
"060133551071173",418802,400002
"060133551071174",418802,400002
"060133551071175",418802,400002
"060133551071176",417281,400002
"060133551071177",417281,400002
"060133551071178",417281,400002
"060133551071179",412398,400002
"060133551071180",418802,400002
"060133551071181",414489,400002
"060133551071182",424887,400002
"060133551071183",414489,400002
"060133551071184",419704,400002
"060133551071185",414233,400002
"060133551071186",414223,400002
"060133551071187",414223,400002
"060133551071188",423572,400002
"060133551071189",423572,400002
"060133551071190",423572,400002
"060133551071191",423572,400002
"060133551071192",423572,400002
"060133551071193",423572,400002
"060133551071194",413261,400002
"060133551071195",425078,400002
"060133551071196",413261,400002
"060133551071197",428194,400002
"060133551071198",418802,400002
"060133551072000",427829,400508
"060133551072001",427829,400508
"060133551072002",413798,400508
"060133551072003",423761,400508
"060133551072004",410037,400508
"060133551072005",427829,400508
"060133551072006",427829,400508
"060133551072007",423761,400508
"060133551072008",423761,400508
"060133551072009",423761,400508
"060133551072010",423761,400508
"060133551072011",413260,400508
"060133551072012",413260,400508
"060133551072013",423761,400508
"060133551072014",410037,400508
"060133551072015",423761,400508
"060133551072016",410585,400508
"060133551072017",410585,400508
"060133551072018",427829,400508
"060133551072019",410037,400508
"060133551072020",410037,400508
"060133551072021",410037,400508
"060133551072022",410037,400508
"060133551072023",411292,400508
"060133551072024",411292,400508
"060133551081000",422532,400126
"060133551081001",411871,400126
"060133551081002",422532,400126
"060133551081003",410044,400126
"060133551081004",411442,400126
"060133551081005",411604,400126
"060133551081006",411442,400126
"060133551081007",411442,400126
"060133551081008",411604,400126
"060133551081009",411604,400126
"060133551081010",423459,400126
"060133551081011",425070,400126
"060133551081012",423459,400126
"060133551081013",425070,400126
"060133551081014",425070,400126
"060133551081015",423000,400126
"060133551081016",423000,400126
"060133551081017",421757,400126
"060133551081018",427162,400126
"060133551081019",421757,400126
"060133551081020",412145,400126
"060133551081021",412145,400126
"060133551081022",410887,400126
"060133551081023",410887,400126
"060133551081024",412145,400126
"060133551081025",411290,400126
"060133551081026",411290,400126
"060133551081027",411290,400126
"060133551081028",411294,400126
"060133551081029",423000,400126
"060133551081030",423000,400126
"060133551081031",427161,400126
"060133551081032",423000,400126
"060133551081033",412396,400126
"060133551081034",423000,400126
"060133551081035",423000,400126
"060133551081036",412396,400126
"060133551082000",425510,400137
"060133551082001",416772,400137
"060133551082002",416772,400137
"060133551082003",410755,400137
"060133551082004",415290,400137
"060133551082005",417646,400137
"060133551082006",417646,400137
"060133551082007",410884,400137
"060133551082008",422531,400137
"060133551082009",417573,400137
"060133551082010",417573,400137
"060133551082011",427502,400137
"060133551082012",424684,400137
"060133551082013",410889,400137
"060133551082014",417652,400137
"060133551082015",417652,400137
"060133551082016",427502,400137
"060133551082017",418176,400137
"060133551082018",418175,400137
"060133551082019",411716,400137
"060133551082020",411716,400137
"060133551082021",411444,400137
"060133551082022",411716,400137
"060133551082023",411716,400137
"060133551082024",427680,400137
"060133551082025",422530,400137
"060133551082026",427680,400137
"060133551083000",423102,400136
"060133551083001",423102,400136
"060133551083002",417653,400136
"060133551083003",424686,400136
"060133551083004",419700,400136
"060133551083005",419698,400136
"060133551083006",422625,400136
"060133551083007",427673,400136
"060133551083008",422625,400136
"060133551083009",422802,400136
"060133551083010",421136,400136
"060133551083011",419700,400136
"060133551083012",421136,400136
"060133551083013",419700,400136
"060133551083014",426032,400136
"060133551083015",424686,400136
"060133551083016",411291,400136
"060133551083017",412146,400136
"060133551083018",412146,400136
"060133551083019",427508,400136
"060133551083020",427508,400136
"060133551083021",412146,400136
"060133551083022",412146,400136
"060133551083023",412146,400136
"060133551083024",412146,400136
"060133551083025",412146,400136
"060133551083026",412146,400136
"060133551083027",422625,400136
"060133551083028",419928,400136
"060133551083029",419928,400136
"060133551083030",419928,400136
"060133551083031",419928,400136
"060133551083032",419928,400136
"060133551083033",419928,400136
"060133551083034",419928,400136
"060133551083035",419928,400136
"060133551083036",412240,400136
"060133551083037",412240,400136
"060133551083038",412240,400136
"060133551083039",412240,400136
"060133551083040",412240,400136
"060133551083041",412240,400136
"060133551083042",412240,400136
"060133551083043",412240,400136
"060133551083044",412240,400136
"060133551083045",419928,400136
"060133551083046",415022,400136
"060133551083047",415022,400136
"060133551083048",415022,400136
"060133551083049",415022,400136
"060133551083050",421133,400136
"060133551083051",421133,400136
"060133551083052",412706,400136
"060133551083053",412706,400136
"060133551083054",412240,400136
"060133551083055",412240,400136
"060133551083056",412706,400136
"060133551083057",416769,400136
"060133551083058",412240,400136
"060133551083059",415022,400136
"060133551083060",415022,400136
"060133551083061",419928,400136
"060133551083062",419928,400136
"060133551083063",415022,400136
"060133551083064",419928,400136
"060133551083065",412240,400136
"060133551083066",415022,400136
"060133551083067",415022,400136
"060133551083068",415022,400136
"060133551083069",415022,400136
"060133551083070",421133,400136
"060133551083071",415022,400136
"060133551083072",412244,400136
"060133551083073",412244,400136
"060133551083074",412244,400136
"060133551083075",421133,400136
"060133551083076",414920,400136
"060133551083077",415022,400136
"060133551083078",423102,400136
"060133551083079",410319,400136
"060133551083080",426032,400136
"060133551091000",421010,400254
"060133551091001",421010,400254
"060133551091002",423821,400254
"060133551091003",421010,400254
"060133551091004",417854,400254
"060133551091005",417854,400254
"060133551091006",422685,400254
"060133551091007",422685,400254
"060133551091008",422685,400254
"060133551091009",411333,400254
"060133551091010",411333,400254
"060133551091011",411333,400254
"060133551091012",426571,400254
"060133551091013",426875,400254
"060133551091014",411910,400254
"060133551091015",411910,400254
"060133551091016",412445,400254
"060133551091017",426571,400254
"060133551091018",418482,400254
"060133551091019",418482,400254
"060133551091020",428080,400254
"060133551091021",427552,400254
"060133551091022",425387,400254
"060133551091023",425387,400254
"060133551091024",428080,400254
"060133551091025",416401,400254
"060133551091026",425791,400254
"060133551091027",416401,400254
"060133551091028",415353,400254
"060133551091029",415353,400254
"060133551091030",416401,400254
"060133551091031",415589,400254
"060133551091032",415353,400254
"060133551091033",425791,400254
"060133551092000",415588,400172
"060133551092001",415588,400172
"060133551092002",415588,400172
"060133551092003",415588,400172
"060133551092004",417835,400172
"060133551092005",417834,400172
"060133551092006",415588,400172
"060133551093000",416647,400171
"060133551093001",416647,400171
"060133551093002",416647,400171
"060133551093003",416647,400171
"060133551093004",413717,400171
"060133551093005",412848,400171
"060133551093006",427574,400171
"060133551093007",427574,400171
"060133551093008",425829,400171
"060133551093009",425829,400171
"060133551093010",416647,400171
"060133551093011",421007,400171
"060133551093012",413970,400171
"060133551093013",412848,400171
"060133551093014",421007,400171
"060133551093015",415873,400171
"060133551093016",416108,400171
"060133551093017",415874,400171
"060133551093018",426555,400171
"060133551093019",426555,400171
"060133551093020",426555,400171
"060133551093021",423331,400171
"060133551093022",423331,400171
"060133551093023",427882,400171
"060133551093024",421007,400171
"060133551101000",410944,400202
"060133551101001",410944,400202
"060133551101002",422869,400202
"060133551101003",410944,400202
"060133551101004",410944,400202
"060133551101005",416956,400202
"060133551101006",410944,400202
"060133551101007",411908,400202
"060133551101008",411908,400202
"060133551101009",410944,400202
"060133551101010",421820,400202
"060133551101011",421820,400202
"060133551101012",427376,400202
"060133551101013",427376,400202
"060133551101014",421006,400202
"060133551101015",421820,400202
"060133551101016",410800,400202
"060133551101017",426273,400202
"060133551101018",421006,400202
"060133551101019",421006,400202
"060133551101020",421006,400202
"060133551101021",421006,400202
"060133551102000",423350,400206
"060133551102001",410799,400206
"060133551102002",413980,400206
"060133551102003",422233,400206
"060133551102004",423350,400206
"060133551102005",413980,400206
"060133551102006",426568,400206
"060133551102007",416113,400206
"060133551102008",416113,400206
"060133551102009",425822,400206
"060133551102010",426568,400206
"060133551102011",423350,400206
"060133551111000",418484,400205
"060133551111001",418484,400205
"060133551111002",418484,400205
"060133551111003",418484,400205
"060133551111004",418484,400205
"060133551111005",425678,400205
"060133551111006",425678,400205
"060133551111007",424328,400205
"060133551111008",427585,400205
"060133551111009",420396,400205
"060133551111010",425678,400205
"060133551111011",426409,400205
"060133551111012",416400,400205
"060133551111013",426409,400205
"060133551111014",425585,400205
"060133551111015",418216,400205
"060133551111016",425585,400205
"060133551111017",417832,400205
"060133551111018",417832,400205
"060133551111019",419968,400205
"060133551111020",422867,400205
"060133551111021",424743,400205
"060133551111022",424743,400205
"060133551111023",424743,400205
"060133551111024",424743,400205
"060133551111025",424743,400205
"060133551111026",416111,400205
"060133551111027",416111,400205
"060133551111028",424743,400205
"060133551112000",415870,400083
"060133551112001",424528,400083
"060133551112002",412610,400083
"060133551112003",415587,400083
"060133551112004",415587,400083
"060133551112005",423335,400083
"060133551112006",421813,400083
"060133551112007",421813,400083
"060133551112008",426395,400083
"060133551112009",421813,400083
"060133551112010",424922,400083
"060133551112011",421808,400083
"060133551112012",424526,400083
"060133551112013",424526,400083
"060133551121000",419923,400638
"060133551121001",419923,400638
"060133551121002",419923,400638
"060133551121003",419923,400638
"060133551121004",419923,400638
"060133551121005",419923,400638
"060133551121006",419923,400638
"060133551121007",419923,400638
"060133551121008",419923,400638
"060133551121009",413110,400638
"060133551121010",413110,400638
"060133551121011",413110,400638
"060133551121012",413110,400638
"060133551121013",413110,400638
"060133551121014",411137,400638
"060133551121015",419923,400638
"060133551121016",410321,400638
"060133551121017",410321,400638
"060133551121018",410321,400638
"060133551121019",410321,400638
"060133551121020",412249,400158
"060133551121021",412249,400158
"060133551121022",423106,400639
"060133551121023",423106,400639
"060133551121024",410751,400639
"060133551121025",411596,400639
"060133551121026",423106,400639
"060133551121027",423106,400639
"060133551121028",412249,400158
"060133551121029",412249,400158
"060133551121030",412249,400158
"060133551121031",412249,400158
"060133551121032",412249,400158
"060133551121033",412249,400158
"060133551121034",410321,400638
"060133551121035",426361,400638
"060133551121036",426361,400638
"060133551121037",417050,400638
"060133551121038",411137,400638
"060133551121039",411137,400638
"060133551121040",411137,400638
"060133551121041",411137,400638
"060133551121042",413510,400638
"060133551121043",412004,400158
"060133551121044",411137,400638
"060133551121045",419279,400638
"060133551121046",413510,400638
"060133551121047",412249,400158
"060133551121048",412004,400158
"060133551121049",412004,400158
"060133551121050",412004,400158
"060133551121051",412004,400158
"060133551121052",412004,400158
"060133551121053",412004,400158
"060133551121054",412004,400158
"060133551121055",412004,400158
"060133551121056",412004,400158
"060133551121057",412004,400158
"060133551121058",412004,400158
"060133551121059",412004,400158
"060133551121060",412004,400158
"060133551121061",412004,400158
"060133551121062",412004,400158
"060133551121063",412249,400158
"060133551121064",412249,400158
"060133551121065",412249,400158
"060133551121066",412004,400158
"060133551121067",412249,400158
"060133551121068",412249,400158
"060133551121069",412249,400158
"060133551121070",412004,400158
"060133551121071",412004,400158
"060133551121072",412004,400158
"060133551121073",412004,400158
"060133551121074",419279,400638
"060133551121075",419279,400638
"060133551121076",419279,400638
"060133551121077",419279,400638
"060133551121078",419279,400638
"060133551121079",419279,400638
"060133551121080",413800,400158
"060133551121081",413800,400158
"060133551121082",413800,400158
"060133551121083",413800,400158
"060133551121084",413800,400158
"060133551121085",413800,400158
"060133551121086",411596,400639
"060133551121087",413800,400158
"060133551121088",413800,400158
"060133551121089",411596,400639
"060133551121090",411596,400639
"060133551121091",411596,400639
"060133551121092",414062,400639
"060133551121093",411596,400639
"060133551121094",411596,400639
"060133551121095",427506,400639
"060133551121096",427506,400639
"060133551121097",427506,400639
"060133551121098",416768,400639
"060133551121099",416768,400639
"060133551121100",423106,400639
"060133551121101",423106,400639
"060133551121102",410751,400639
"060133551121103",410751,400639
"060133551121104",416768,400639
"060133551121105",427506,400639
"060133551121106",423290,400639
"060133551121107",423290,400639
"060133551121108",423290,400639
"060133551121109",423290,400639
"060133551121110",425079,400639
"060133551121111",425079,400639
"060133551121112",425079,400639
"060133551121113",425079,400639
"060133551121114",425079,400639
"060133551121115",425079,400639
"060133551121116",425079,400639
"060133551121117",423290,400639
"060133551121118",423290,400639
"060133551121119",427504,400639
"060133551121120",427504,400639
"060133551121121",427504,400639
"060133551121122",414062,400639
"060133551121123",426362,400639
"060133551121124",425079,400639
"060133551121125",425079,400639
"060133551121126",425079,400639
"060133551121127",414062,400639
"060133551121128",414062,400639
"060133551121129",414062,400639
"060133551121130",414479,400639
"060133551121131",426362,400639
"060133551121132",426362,400639
"060133551121133",426362,400639
"060133551121134",426362,400639
"060133551121135",426362,400639
"060133551121136",426501,400639
"060133551121137",426501,400639
"060133551121138",426501,400639
"060133551121139",426501,400639
"060133551121140",426501,400639
"060133551121141",426362,400639
"060133551121142",419287,400639
"060133551121143",419287,400639
"060133551121144",419287,400639
"060133551121145",412800,400639
"060133551121146",412800,400639
"060133551121147",426362,400639
"060133551121148",427504,400639
"060133551121149",427504,400639
"060133551121150",427504,400639
"060133551121151",412800,400639
"060133551121152",414062,400639
"060133551121153",414062,400639
"060133551121154",414062,400639
"060133551121155",414062,400639
"060133551121156",413515,400158
"060133551121157",413515,400158
"060133551121158",412000,400158
"060133551121159",412000,400158
"060133551121160",412000,400158
"060133551121161",412000,400158
"060133551121162",412000,400158
"060133551121163",412000,400158
"060133551121164",412000,400158
"060133551121165",412000,400158
"060133551121166",412000,400158
"060133551121167",412000,400158
"060133551121168",412000,400158
"060133551121169",412000,400158
"060133551121170",425337,400159
"060133551121171",412000,400158
"060133551121172",412000,400158
"060133551121173",412000,400158
"060133551121174",412000,400158
"060133551121175",412000,400158
"060133551121176",412000,400158
"060133551121177",412000,400158
"060133551121178",422808,400158
"060133551121179",412800,400639
"060133551121180",412800,400639
"060133551121181",412800,400639
"060133551121182",412000,400158
"060133551121183",412802,400158
"060133551121184",412802,400158
"060133551121185",412000,400158
"060133551121186",412000,400158
"060133551121187",412000,400158
"060133551121188",412000,400158
"060133551121189",412141,400158
"060133551121190",412141,400158
"060133551121191",412141,400158
"060133551121192",415440,400158
"060133551121193",412802,400158
"060133551121194",412802,400158
"060133551121195",412802,400158
"060133551121196",412802,400158
"060133551121197",412802,400158
"060133551121198",412802,400158
"060133551121199",412802,400158
"060133551121200",415687,400158
"060133551121201",415687,400158
"060133551121202",410591,400158
"060133551121203",412802,400158
"060133551121204",412802,400158
"060133551121205",415687,400158
"060133551121206",415687,400158
"060133551121207",417656,400158
"060133551121208",410591,400158
"060133551121209",410591,400158
"060133551121210",417656,400158
"060133551121211",412004,400158
"060133551121212",413357,400158
"060133551121213",413357,400158
"060133551121214",412807,400158
"060133551121215",412807,400158
"060133551121216",412807,400158
"060133551121217",412804,400638
"060133551121218",412804,400638
"060133551121219",412004,400158
"060133551121220",412807,400158
"060133551121221",412804,400638
"060133551121222",412807,400158
"060133551121223",412807,400158
"060133551121224",419279,400638
"060133551121225",412804,400638
"060133551121226",412804,400638
"060133551121227",423762,400638
"060133551121228",419279,400638
"060133551121229",419279,400638
"060133551121230",427344,400638
"060133551121231",427344,400638
"060133551121232",412804,400638
"060133551121233",413112,400638
"060133551121234",413112,400638
"060133551121235",413112,400638
"060133551121236",423763,400638
"060133551121237",413112,400638
"060133551121238",419926,400638
"060133551121239",413112,400638
"060133551121240",416774,400638
"060133551121241",426505,400638
"060133551121242",426505,400638
"060133551121243",426505,400638
"060133551121244",419923,400638
"060133551121245",419923,400638
"060133551121246",423763,400638
"060133551121247",427344,400638
"060133551121248",415974,400638
"060133551121249",426659,400638
"060133551121250",419926,400638
"060133551121251",423763,400638
"060133551121252",419926,400638
"060133551121253",419926,400638
"060133551121254",419926,400638
"060133551121255",415974,400638
"060133551121256",412804,400638
"060133551121257",415974,400638
"060133551121258",0,0
"060133551121259",412804,400638
"060133551121260",427344,400638
"060133551121261",420137,400638
"060133551121262",419926,400638
"060133551121263",421767,400638
"060133551121264",421767,400638
"060133551121265",421767,400638
"060133551121266",421767,400638
"060133551121267",412807,400158
"060133551121268",412807,400158
"060133551121269",412807,400158
"060133551121270",411452,400158
"060133551121271",411452,400158
"060133551121272",417656,400158
"060133551121273",417656,400158
"060133551121274",417656,400158
"060133551121275",411440,400158
"060133551121276",411440,400158
"060133551121277",411440,400158
"060133551121278",411440,400158
"060133551121279",411440,400158
"060133551121280",411440,400158
"060133551121281",411440,400158
"060133551121282",412141,400158
"060133551121283",412141,400158
"060133551121284",412141,400158
"060133551121285",411452,400158
"060133551121286",411452,400158
"060133551121287",411452,400158
"060133551121288",417656,400158
"060133551121289",411872,400158
"060133551121290",423104,400158
"060133551121291",411440,400158
"060133551121292",412141,400158
"060133551121293",412000,400158
"060133551121294",412143,400158
"060133551121295",412143,400158
"060133551121296",412143,400158
"060133551121297",412143,400158
"060133551121298",412143,400158
"060133551121299",412143,400158
"060133551121300",412000,400158
"060133551121301",412000,400158
"060133551121302",412000,400158
"060133551121303",412000,400158
"060133551121304",412143,400158
"060133551121305",412143,400158
"060133551121306",412143,400158
"060133551121307",412144,400158
"060133551121308",412144,400158
"060133551121309",412144,400158
"060133551121310",412143,400158
"060133551121311",412144,400158
"060133551121312",412144,400158
"060133551121313",411872,400158
"060133551121314",411872,400158
"060133551121315",411872,400158
"060133551121316",425068,400158
"060133551121317",422527,400158
"060133551121318",422527,400158
"060133551121319",422527,400158
"060133551121320",422527,400158
"060133551121321",413917,400158
"060133551121322",412144,400158
"060133551121323",413917,400158
"060133551121324",411440,400158
"060133551121325",420137,400638
"060133551121326",0,0
"060133551121327",412804,400638
"060133551121328",412804,400638
"060133551121329",412804,400638
"060133551121330",412804,400638
"060133551121331",423762,400638
"060133551121332",423762,400638
"060133551121333",423762,400638
"060133551121334",423762,400638
"060133551121335",423762,400638
"060133551121336",413110,400638
"060133551121337",413357,400158
"060133551121338",413357,400158
"060133551121339",412807,400158
"060133551121340",412000,400158
"060133551121341",412141,400158
"060133551121342",410751,400639
"060133551121343",410751,400639
"060133551121344",410751,400639
"060133551121345",423106,400639
"060133551121346",423106,400639
"060133551121347",417656,400158
"060133551121348",412004,400158
"060133551121349",412249,400158
"060133551121350",412249,400158
"060133551121351",412004,400158
"060133551121352",417050,400638
"060133551121353",413510,400638
"060133551121354",413800,400158
"060133551121355",412004,400158
"060133551121356",411137,400638
"060133551121357",411137,400638
"060133551121358",427504,400639
"060133551121359",410591,400158
"060133551121360",412000,400158
"060133551121361",412000,400158
"060133551121362",412000,400158
"060133551121363",412804,400638
"060133551121364",412804,400638
"060133551121365",423762,400638
"060133551121366",425337,400159
"060133551121367",425337,400159
"060133551121368",425337,400159
"060133551121369",425337,400159
"060133551122000",422192,400159
"060133551122001",427675,400159
"060133551122002",427835,400159
"060133551122003",416775,400159
"060133551122004",427675,400159
"060133551122005",427675,400159
"060133551122006",427675,400159
"060133551122007",427510,400159
"060133551122008",427510,400159
"060133551122009",422192,400159
"060133551122010",423765,400159
"060133551122011",412943,400159
"060133551122012",423765,400159
"060133551122013",423765,400159
"060133551122014",427510,400159
"060133551122015",410893,400159
"060133551122016",410893,400159
"060133551122017",410893,400159
"060133551122018",423765,400159
"060133551123000",413919,400023
"060133551123001",413919,400023
"060133551123002",416512,400023
"060133551123003",427681,400023
"060133551123004",424687,400023
"060133551123005",424687,400023
"060133551123006",424687,400023
"060133551123007",410325,400023
"060133551123008",424687,400023
"060133551123009",424687,400023
"060133551123010",411298,400023
"060133551123011",411298,400023
"060133551123012",411298,400023
"060133551123013",424687,400023
"060133551123014",411298,400023
"060133551123015",410888,400023
"060133551123016",411298,400023
"060133551131000",417058,400166
"060133551131001",413265,400166
"060133551131002",417058,400166
"060133551131003",417058,400166
"060133551131004",417058,400166
"060133551131005",417058,400166
"060133551131006",415689,400166
"060133551131007",417058,400166
"060133551131008",417058,400166
"060133551131009",417058,400166
"060133551131010",422522,400166
"060133551131011",428011,400166
"060133551131012",415689,400166
"060133551131013",423568,400166
"060133551131014",423568,400166
"060133551131015",423101,400166
"060133551131016",423101,400166
"060133551131017",423568,400166
"060133551131018",410749,400166
"060133551131019",410749,400166
"060133551131020",410749,400166
"060133551131021",428011,400166
"060133551131022",413265,400166
"060133551132000",416513,400165
"060133551132001",416513,400165
"060133551132002",416513,400165
"060133551132003",413267,400165
"060133551132004",413267,400165
"060133551132005",413267,400165
"060133551132006",413925,400165
"060133551132007",413267,400165
"060133551132008",413267,400165
"060133551132009",413925,400165
"060133551132010",418804,400165
"060133551132011",413267,400165
"060133551132012",417654,400165
"060133551132013",413267,400165
"060133551132014",428009,400165
"060133551132015",418804,400165
"060133551132016",417654,400165
"060133551132017",417654,400165
"060133551132018",418804,400165
"060133551132019",418804,400165
"060133551133000",410895,400027
"060133551133001",423575,400027
"060133551133002",423992,400027
"060133551133003",423992,400027
"060133551141000",426662,400084
"060133551141001",426662,400084
"060133551141002",424683,400084
"060133551141003",410890,400084
"060133551141004",410890,400084
"060133551141005",410890,400084
"060133551141006",422999,400084
"060133551141007",410890,400084
"060133551141008",421940,400084
"060133551141009",410890,400084
"060133551141010",424683,400084
"060133551141011",413929,400084
"060133551141012",410890,400084
"060133551141013",410890,400084
"060133551141014",410890,400084
"060133551141015",413929,400084
"060133551141016",413929,400084
"060133551141017",413929,400084
"060133551141018",413929,400084
"060133551141019",413929,400084
"060133551141020",410890,400084
"060133551141021",410890,400084
"060133551141022",410885,400084
"060133551142000",417053,400075
"060133551142001",417053,400075
"060133551142002",417053,400075
"060133551142003",421366,400075
"060133551142004",426663,400075
"060133551142005",426663,400075
"060133551142006",426663,400075
"060133551142007",426663,400075
"060133551142008",427336,400075
"060133551142009",423103,400075
"060133551142010",426663,400075
"060133551142011",426663,400075
"060133551142012",426663,400075
"060133551142013",426663,400075
"060133551142014",426663,400075
"060133551142015",426663,400075
"060133551142016",426663,400075
"060133551142017",426663,400075
"060133551142018",427336,400075
"060133551142019",427336,400075
"060133551142020",421366,400075
"060133551142021",421366,400075
"060133551142022",423103,400075
"060133551142023",423103,400075
"060133551142024",423103,400075
"060133551142025",423103,400075
"060133551142026",423103,400075
"060133551142027",423103,400075
"060133551142028",411999,400075
"060133551142029",411999,400075
"060133551142030",426663,400075
"060133551143000",418711,400212
"060133551143001",411149,400212
"060133551143002",411149,400212
"060133551143003",411149,400212
