"blockgroup","maz","maz_share"
60014001001,310247,0.00228310502283105
60014001001,310948,0.0646879756468798
60014001001,313627,0.0471841704718417
60014001001,315991,0.0030441400304414
60014001001,316202,0
60014001001,316203,0.0570776255707763
60014001001,316208,0.0898021308980213
60014001001,317388,0.101978691019787
60014001001,318108,0.0418569254185693
60014001001,319584,0
60014001001,320096,0.015220700152207
60014001001,320099,0.0555555555555556
60014001001,325229,0.0121765601217656
60014001001,325884,0.0365296803652968
60014001001,329851,0.0319634703196347
60014001001,330244,0
60014001001,330637,0.0121765601217656
60014001001,332624,0.0494672754946728
60014001001,332786,0.0342465753424658
60014001001,332899,0.0273972602739726
60014001001,333453,0.0692541856925419
60014001001,333542,0.0624048706240487
60014001001,333756,0.0806697108066971
60014001001,333940,0.105022831050228
60014002001,310262,0.0853391684901532
60014002001,313833,0.148796498905908
60014002001,315989,0.164113785557987
60014002001,323847,0.0984682713347921
60014002001,324350,0.0240700218818381
60014002001,325015,0.107221006564551
60014002001,325228,0.157549234135667
60014002001,325230,0.0525164113785558
60014002001,331565,0.102844638949672
60014002001,331566,0.0590809628008753
60014002002,315624,0.533834586466165
60014002002,319414,0.050125313283208
60014002002,324318,0.0927318295739348
60014002002,330911,0.117794486215539
60014002002,332427,0.12280701754386
60014002002,333937,0.0827067669172932
60014003001,310263,0.269387755102041
60014003001,310264,0.0816326530612245
60014003001,316200,0.177551020408163
60014003001,316885,0.348979591836735
60014003001,319395,0.122448979591837
60014003001,333091,0
60014003002,310265,0.142638036809816
60014003002,310266,0.0613496932515337
60014003002,313990,0.0552147239263804
60014003002,315559,0.044478527607362
60014003002,315993,0.0736196319018405
60014003002,318678,0.147239263803681
60014003002,319391,0.0383435582822086
60014003002,322350,0.0797546012269939
60014003002,325209,0.0782208588957055
60014003002,325210,0.0429447852760736
60014003002,329702,0.0690184049079755
60014003002,332426,0.0644171779141104
60014003002,333931,0.0567484662576687
60014003002,333933,0.0460122699386503
60014003003,311972,0.187919463087248
60014003003,313991,0.0738255033557047
60014003003,318127,0.335570469798658
60014003003,323575,0.0335570469798658
60014003003,324319,0.105704697986577
60014003003,330912,0
60014003003,330913,0.263422818791946
60014003004,314618,0
60014003004,316178,0.0617647058823529
60014003004,316179,0.0617647058823529
60014003004,318677,0.0558823529411765
60014003004,322352,0.05
60014003004,322353,0.0764705882352941
60014003004,324321,0.0647058823529412
60014003004,324322,0.0632352941176471
60014003004,324323,0.05
60014003004,325211,0.0764705882352941
60014003004,330914,0.0779411764705882
60014003004,330915,0.0514705882352941
60014003004,332428,0.0544117647058824
60014003004,332429,0.075
60014003004,332430,0.0647058823529412
60014003004,332431,0.116176470588235
60014004001,316494,0.0859154929577465
60014004001,316495,0.0605633802816901
60014004001,317912,0.145070422535211
60014004001,317913,0.107042253521127
60014004001,317914,0.136619718309859
60014004001,324531,0.071830985915493
60014004001,331105,0.0901408450704225
60014004001,331592,0.0676056338028169
60014004001,332422,0.0746478873239437
60014004001,333928,0.101408450704225
60014004001,333935,0.0591549295774648
60014004002,313988,0.239051094890511
60014004002,314446,0.133211678832117
60014004002,314631,0.0821167883211679
60014004002,315434,0.0346715328467153
60014004002,318676,0.140510948905109
60014004002,324527,0.133211678832117
60014004002,324532,0.10036496350365
60014004002,330910,0.0602189781021898
60014004002,333936,0.0766423357664234
60014004003,311956,0.0921305182341651
60014004003,316169,0.0479846449136276
60014004003,322344,0.165067178502879
60014004003,326560,0.036468330134357
60014004003,327439,0.166986564299424
60014004003,327457,0.157389635316699
60014004003,329863,0.0882917466410749
60014004003,330835,0.113243761996161
60014004003,331106,0.132437619961612
60014005001,311955,0.0841638981173865
60014005001,315548,0.0631229235880399
60014005001,316293,0.035437430786268
60014005001,316493,0.0598006644518272
60014005001,316851,0.0598006644518272
60014005001,317557,0.194905869324474
60014005001,319910,0.0686600221483942
60014005001,322325,0.0542635658914729
60014005001,322326,0.0299003322259136
60014005001,327886,0.0985603543743079
60014005001,331103,0.0498338870431894
60014005001,331104,0.0387596899224806
60014005001,331122,0.0598006644518272
60014005001,333420,0.102990033222591
60014005002,310480,0.0811594202898551
60014005002,315588,0.194202898550725
60014005002,320997,0.202898550724638
