"purpose","avgDist"
"work",1.77540130335698
"univ",1.7488889034062
"sch",7.82321883200539
"esco",2.43774941928131
"imain",2.22405668641147
"idisc",1.56367974793728
"jmain",3.17142084127217
"jdisc",2.41621658223404
"atwork",1.7772426379338
