"purpose","avgDist"
"work",3.63726660998097
"univ",2.28971867590735
"sch",2.6537256605258
"esco",3.60151859588205
"imain",2.49093272006604
"idisc",1.9635063958506
"jmain",3.44504441803882
"jdisc",2.81368701550388
"atwork",3.1779451299027
