"jointTours","hhsize","freq"
"0","2",85.3541837584624
"1","2",14.2224615943436
"2","2",0.423354647194023
"0","3",78.7293914343095
"1","3",19.7725468217272
"2","3",1.49806174396338
"0","4",83.8882410703326
"1","4",14.3672517491101
"2","4",1.74450718055726
"0","5",78.7110760213572
"1","5",16.5799087369027
"2","5",4.70901524174015
"0","Total",82.3446496342407
"1","Total",15.9381765509078
"2","Total",1.71717381485154
