trip_id,headway_secs,start_time,end_time
6781748,464,06:00:00,10:00:00
6781746,800,19:00:00,03:00:00
6781830,545,10:00:00,15:00:00
6781754,553,15:00:00,19:00:00
6702754,1350,03:00:00,06:00:00
7072734,1252,19:00:00,03:00:00
6702699,685,06:00:00,10:00:00
6702735,900,15:00:00,19:00:00
6702719,1125,10:00:00,15:00:00
6703482,1800,19:00:00,03:00:00
6703480,900,15:00:00,19:00:00
6703466,900,10:00:00,15:00:00
6703446,960,06:00:00,10:00:00
6703435,3600,03:00:00,06:00:00
6703487,2700,03:00:00,06:00:00
6703555,1800,19:00:00,03:00:00
6703553,960,15:00:00,19:00:00
6703539,857,10:00:00,15:00:00
6703518,847,06:00:00,10:00:00
6771948,553,15:00:00,19:00:00
6704443,685,06:00:00,10:00:00
6704417,692,10:00:00,15:00:00
6704413,1600,19:00:00,03:00:00
6704335,3600,03:00:00,06:00:00
6704559,626,06:00:00,10:00:00
6704537,692,10:00:00,15:00:00
6704521,626,15:00:00,19:00:00
6704513,3600,03:00:00,06:00:00
6704501,1600,19:00:00,03:00:00
6771824,1600,15:00:00,19:00:00
6771832,2057,15:00:00,19:00:00
6771815,4500,10:00:00,15:00:00
6771733,1028,06:00:00,10:00:00
6771828,4500,10:00:00,15:00:00
6771751,800,06:00:00,10:00:00
6705662,1600,19:00:00,03:00:00
6705658,10800,03:00:00,06:00:00
6705657,626,06:00:00,10:00:00
6705636,666,10:00:00,15:00:00
6705626,533,15:00:00,19:00:00
6705784,464,06:00:00,10:00:00
6705783,666,10:00:00,15:00:00
6705716,626,15:00:00,19:00:00
6705695,1694,19:00:00,03:00:00
6705752,1800,03:00:00,06:00:00
6707301,3600,03:00:00,06:00:00
6707299,533,06:00:00,10:00:00
6707257,1028,19:00:00,03:00:00
6707242,576,15:00:00,19:00:00
6707498,720,10:00:00,15:00:00
6707350,236,10:00:00,15:00:00
6707223,244,15:00:00,19:00:00
6707311,960,19:00:00,03:00:00
6707282,1542,03:00:00,06:00:00
6707276,400,06:00:00,10:00:00
6707098,533,15:00:00,19:00:00
6707041,692,10:00:00,15:00:00
6707016,450,06:00:00,10:00:00
6707203,1371,19:00:00,03:00:00
6707166,3600,03:00:00,06:00:00
6706925,236,10:00:00,15:00:00
6706984,313,06:00:00,10:00:00
6706963,282,15:00:00,19:00:00
6707186,1152,19:00:00,03:00:00
6707199,900,03:00:00,06:00:00
6709613,5400,03:00:00,06:00:00
6709612,1515,19:00:00,03:00:00
6709610,757,06:00:00,10:00:00
6709594,900,10:00:00,15:00:00
6709564,900,15:00:00,19:00:00
6709688,800,06:00:00,10:00:00
6709672,900,10:00:00,15:00:00
6709652,847,15:00:00,19:00:00
6709636,1600,19:00:00,03:00:00
6709691,3600,03:00:00,06:00:00
6710483,1309,15:00:00,19:00:00
6710482,3200,19:00:00,03:00:00
6710466,1800,10:00:00,15:00:00
6710518,3200,19:00:00,03:00:00
6710509,1309,15:00:00,19:00:00
6710501,2000,10:00:00,15:00:00
6710492,2400,06:00:00,10:00:00
6710456,2400,06:00:00,10:00:00
6710669,3200,19:00:00,03:00:00
6710664,1800,15:00:00,19:00:00
6710656,1800,10:00:00,15:00:00
6710646,1800,06:00:00,10:00:00
6710704,3600,19:00:00,03:00:00
6710700,1800,15:00:00,19:00:00
6710692,1800,10:00:00,15:00:00
6710682,1800,06:00:00,10:00:00
6710674,10800,03:00:00,06:00:00
6710883,1200,15:00:00,19:00:00
6710882,900,06:00:00,10:00:00
6710866,1125,10:00:00,15:00:00
6710932,900,06:00:00,10:00:00
6710919,1200,10:00:00,15:00:00
6710840,2880,19:00:00,03:00:00
6710904,1200,15:00:00,19:00:00
6710893,3200,19:00:00,03:00:00
6715271,1200,10:00:00,15:00:00
6715267,4800,06:00:00,10:00:00
6715326,14400,19:00:00,03:00:00
6715324,1200,15:00:00,19:00:00
6715295,28800,19:00:00,03:00:00
6715294,1200,15:00:00,19:00:00
6715312,1200,10:00:00,15:00:00
6715297,7200,06:00:00,10:00:00
6770250,600,06:00:00,10:00:00
6770249,1694,19:00:00,03:00:00
6770232,720,10:00:00,15:00:00
6770290,600,15:00:00,19:00:00
6770200,3600,03:00:00,06:00:00
6770386,600,15:00:00,19:00:00
6770322,720,10:00:00,15:00:00
6770363,576,06:00:00,10:00:00
6770341,1600,19:00:00,03:00:00
6770294,2700,03:00:00,06:00:00
6755631,480,15:00:00,19:00:00
6755629,626,06:00:00,10:00:00
6755628,1440,19:00:00,03:00:00
6755623,5400,03:00:00,06:00:00
6755603,666,10:00:00,15:00:00
6755749,666,10:00:00,15:00:00
6755734,351,06:00:00,10:00:00
6755717,533,15:00:00,19:00:00
6755714,2700,03:00:00,06:00:00
6755677,1800,19:00:00,03:00:00
6717535,600,06:00:00,10:00:00
6717599,529,10:00:00,15:00:00
6717575,626,15:00:00,19:00:00
6717633,1440,19:00:00,03:00:00
6717462,5400,03:00:00,06:00:00
6717461,600,15:00:00,19:00:00
6717439,545,10:00:00,15:00:00
6717509,626,06:00:00,10:00:00
6717490,1440,19:00:00,03:00:00
6718267,857,10:00:00,15:00:00
6718266,2215,19:00:00,03:00:00
6718286,757,15:00:00,19:00:00
6718281,757,06:00:00,10:00:00
6718231,3600,03:00:00,06:00:00
6718361,2215,19:00:00,03:00:00
6718345,900,10:00:00,15:00:00
6718364,757,06:00:00,10:00:00
6718336,685,15:00:00,19:00:00
6718928,1350,03:00:00,06:00:00
6719009,993,19:00:00,03:00:00
6719006,529,10:00:00,15:00:00
6718983,450,15:00:00,19:00:00
6718917,411,06:00:00,10:00:00
6719144,327,06:00:00,10:00:00
6719140,929,19:00:00,03:00:00
6719138,529,10:00:00,15:00:00
6719107,1350,03:00:00,06:00:00
6719044,436,15:00:00,19:00:00
6720435,1800,10:00:00,15:00:00
6720434,1200,15:00:00,19:00:00
6720424,1440,06:00:00,10:00:00
6720397,1200,15:00:00,19:00:00
6720393,3200,19:00:00,03:00:00
6720392,1440,06:00:00,10:00:00
6720372,1800,10:00:00,15:00:00
6720409,3200,19:00:00,03:00:00
6720616,10800,03:00:00,06:00:00
6720615,1200,06:00:00,10:00:00
6720568,2400,19:00:00,03:00:00
6720603,1200,10:00:00,15:00:00
6720588,1200,15:00:00,19:00:00
6720649,1200,10:00:00,15:00:00
6720641,1107,15:00:00,19:00:00
6720629,2400,19:00:00,03:00:00
6720672,3600,03:00:00,06:00:00
6720668,1107,06:00:00,10:00:00
6720953,1694,19:00:00,03:00:00
6720938,900,15:00:00,19:00:00
6720922,900,10:00:00,15:00:00
6720902,900,06:00:00,10:00:00
6721024,1800,19:00:00,03:00:00
6721008,900,15:00:00,19:00:00
6720992,900,10:00:00,15:00:00
6720972,847,06:00:00,10:00:00
6721416,1800,15:00:00,19:00:00
6721414,2000,10:00:00,15:00:00
6721405,2400,06:00:00,10:00:00
6721451,2057,15:00:00,19:00:00
6721445,1800,10:00:00,15:00:00
6721435,2400,06:00:00,10:00:00
6721455,5760,19:00:00,03:00:00
6721426,5760,19:00:00,03:00:00
6794598,2215,19:00:00,03:00:00
6794585,1200,15:00:00,19:00:00
6794573,1200,10:00:00,15:00:00
6794558,1200,06:00:00,10:00:00
6794610,1200,10:00:00,15:00:00
6794609,1309,06:00:00,10:00:00
6794649,2215,19:00:00,03:00:00
6794636,1200,15:00:00,19:00:00
6721767,702,19:00:00,03:00:00
6721893,439,10:00:00,15:00:00
6721891,576,06:00:00,10:00:00
6721845,480,15:00:00,19:00:00
6721832,461,10:00:00,15:00:00
6721819,480,15:00:00,19:00:00
6721783,685,19:00:00,03:00:00
6721876,5400,03:00:00,06:00:00
6721899,576,06:00:00,10:00:00
6722000,10800,03:00:00,06:00:00
6722121,10800,03:00:00,06:00:00
6722181,473,10:00:00,15:00:00
6722167,654,06:00:00,10:00:00
6722112,612,19:00:00,03:00:00
6722076,464,15:00:00,19:00:00
6722261,10800,03:00:00,06:00:00
6722171,473,10:00:00,15:00:00
6722168,654,06:00:00,10:00:00
6722114,612,19:00:00,03:00:00
6722075,480,15:00:00,19:00:00
6723492,10800,03:00:00,06:00:00
6723556,929,19:00:00,03:00:00
6723542,480,15:00:00,19:00:00
6723537,486,10:00:00,15:00:00
6723515,423,06:00:00,10:00:00
6723689,450,06:00:00,10:00:00
6723680,496,15:00:00,19:00:00
6723675,10800,03:00:00,06:00:00
6723670,486,10:00:00,15:00:00
6723663,847,19:00:00,03:00:00
6724150,3200,19:00:00,03:00:00
6724147,1200,06:00:00,10:00:00
6724127,1200,10:00:00,15:00:00
6724121,1200,15:00:00,19:00:00
6724105,10800,03:00:00,06:00:00
6724200,1107,15:00:00,19:00:00
6724192,2880,19:00:00,03:00:00
6724182,1200,06:00:00,10:00:00
6724159,1200,10:00:00,15:00:00
6724397,1200,06:00:00,10:00:00
6724393,1200,15:00:00,19:00:00
6724392,2215,19:00:00,03:00:00
6724361,1200,15:00:00,19:00:00
6724355,1200,10:00:00,15:00:00
6724418,1200,10:00:00,15:00:00
6724376,2215,19:00:00,03:00:00
6724340,1200,06:00:00,10:00:00
6724738,1309,15:00:00,19:00:00
6724739,1309,06:00:00,10:00:00
6724735,1440,06:00:00,10:00:00
6724725,9600,19:00:00,03:00:00
6724763,1600,15:00:00,19:00:00
6724762,9600,19:00:00,03:00:00
6724751,9000,10:00:00,15:00:00
6724737,18000,10:00:00,15:00:00
6724804,2057,06:00:00,10:00:00
6724797,1800,15:00:00,19:00:00
7072699,1542,03:00:00,06:00:00
7072696,2057,19:00:00,03:00:00
7072687,1080,03:00:00,06:00:00
7072682,2618,19:00:00,03:00:00
6724913,1800,03:00:00,06:00:00
6724911,1920,19:00:00,03:00:00
7072709,1800,03:00:00,06:00:00
7072707,1800,19:00:00,03:00:00
6725273,562,10:00:00,15:00:00
6725265,436,06:00:00,10:00:00
6725235,1800,03:00:00,06:00:00
6725340,822,19:00:00,03:00:00
6725326,436,15:00:00,19:00:00
6725351,1200,03:00:00,06:00:00
6725415,553,15:00:00,19:00:00
6725410,545,10:00:00,15:00:00
6725380,576,06:00:00,10:00:00
6725453,1371,19:00:00,03:00:00
6725012,562,10:00:00,15:00:00
6725011,411,06:00:00,10:00:00
6725220,830,03:00:00,06:00:00
6725077,1107,19:00:00,03:00:00
6725072,423,15:00:00,19:00:00
6725144,545,10:00:00,15:00:00
6725125,576,06:00:00,10:00:00
6725101,2700,03:00:00,06:00:00
6725225,553,15:00:00,19:00:00
6725202,1152,19:00:00,03:00:00
6732102,415,03:00:00,06:00:00
6765302,450,15:00:00,19:00:00
6764415,389,06:00:00,10:00:00
6732046,514,10:00:00,15:00:00
6732030,872,19:00:00,03:00:00
6732075,496,06:00:00,10:00:00
6732073,1200,03:00:00,06:00:00
6732067,562,10:00:00,15:00:00
6732002,480,15:00:00,19:00:00
6731822,1309,19:00:00,03:00:00
6732071,553,15:00:00,19:00:00
6732060,2700,03:00:00,06:00:00
6731925,1371,19:00:00,03:00:00
6731879,600,10:00:00,15:00:00
6731849,626,06:00:00,10:00:00
6732089,1600,06:00:00,10:00:00
6732084,7200,15:00:00,19:00:00
6732431,720,03:00:00,06:00:00
6765300,514,15:00:00,19:00:00
6764413,400,06:00:00,10:00:00
6732482,580,10:00:00,15:00:00
6732420,822,19:00:00,03:00:00
6732466,993,19:00:00,03:00:00
6732458,464,15:00:00,19:00:00
6732165,580,10:00:00,15:00:00
6732135,553,06:00:00,10:00:00
6732109,2160,03:00:00,06:00:00
6732496,1440,19:00:00,03:00:00
6732456,600,15:00:00,19:00:00
6732275,580,10:00:00,15:00:00
6732244,600,06:00:00,10:00:00
6732220,1542,03:00:00,06:00:00
6732480,1600,06:00:00,10:00:00
6732477,7200,15:00:00,19:00:00
6743839,28800,19:00:00,03:00:00
6743840,847,06:00:00,10:00:00
6743837,800,15:00:00,19:00:00
7085750,720,15:00:00,19:00:00
7085743,1200,10:00:00,15:00:00
7085728,900,06:00:00,10:00:00
7085653,2400,19:00:00,03:00:00
7085680,1200,10:00:00,15:00:00
7085676,757,06:00:00,10:00:00
7085659,3600,03:00:00,06:00:00
7085720,720,15:00:00,19:00:00
7085712,14400,19:00:00,03:00:00
7085526,1200,10:00:00,15:00:00
7085518,900,06:00:00,10:00:00
7085638,1920,19:00:00,03:00:00
7085552,757,15:00:00,19:00:00
7085603,800,15:00:00,19:00:00
7085601,1200,10:00:00,15:00:00
7085586,800,06:00:00,10:00:00
7085569,5400,03:00:00,06:00:00
7085625,4800,19:00:00,03:00:00
7086390,221,15:00:00,19:00:00
7086381,253,10:00:00,15:00:00
7086374,177,06:00:00,10:00:00
7086640,702,19:00:00,03:00:00
7086447,981,03:00:00,06:00:00
7086641,225,15:00:00,19:00:00
7086512,236,10:00:00,15:00:00
7086623,205,06:00:00,10:00:00
7086190,981,03:00:00,06:00:00
7086377,822,19:00:00,03:00:00
7088860,626,06:00:00,10:00:00
7088857,600,15:00:00,19:00:00
7088925,1440,19:00:00,03:00:00
7088919,692,10:00:00,15:00:00
7088877,5400,03:00:00,06:00:00
7088795,720,10:00:00,15:00:00
7088794,553,06:00:00,10:00:00
7088758,600,15:00:00,19:00:00
7088827,1600,19:00:00,03:00:00
7088834,2700,03:00:00,06:00:00
7089663,720,10:00:00,15:00:00
7089639,1309,06:00:00,10:00:00
7089713,1309,06:00:00,10:00:00
7089627,960,15:00:00,19:00:00
7089722,2215,19:00:00,03:00:00
7089700,5400,03:00:00,06:00:00
7089696,654,15:00:00,19:00:00
7089606,692,10:00:00,15:00:00
7089584,720,06:00:00,10:00:00
7089638,2057,19:00:00,03:00:00
7089631,2057,15:00:00,19:00:00
7089739,757,15:00:00,19:00:00
7089758,847,06:00:00,10:00:00
7089974,480,06:00:00,10:00:00
7090056,720,06:00:00,10:00:00
7090049,654,15:00:00,19:00:00
7090030,473,10:00:00,15:00:00
7089950,2160,03:00:00,06:00:00
7090113,654,15:00:00,19:00:00
7090097,720,10:00:00,15:00:00
7089855,480,15:00:00,19:00:00
7089823,486,10:00:00,15:00:00
7089805,514,06:00:00,10:00:00
7089943,1252,19:00:00,03:00:00
7089873,28800,19:00:00,03:00:00
7089911,720,10:00:00,15:00:00
7089892,720,06:00:00,10:00:00
7089934,720,15:00:00,19:00:00
7089771,5400,03:00:00,06:00:00
7102336,757,06:00:00,10:00:00
7102408,1200,10:00:00,15:00:00
7102399,1107,06:00:00,10:00:00
7102386,5400,03:00:00,06:00:00
7102364,1200,15:00:00,19:00:00
7102360,1285,10:00:00,15:00:00
7102327,3600,03:00:00,06:00:00
7102437,2618,19:00:00,03:00:00
7102426,1200,15:00:00,19:00:00
7102384,2400,19:00:00,03:00:00
7102122,1200,10:00:00,15:00:00
7102120,1200,06:00:00,10:00:00
7102096,1200,10:00:00,15:00:00
7102145,1200,15:00:00,19:00:00
7102108,1200,15:00:00,19:00:00
7102081,960,06:00:00,10:00:00
7102068,10800,03:00:00,06:00:00
7102161,2880,19:00:00,03:00:00
7102324,2880,19:00:00,03:00:00
7091231,505,19:00:00,03:00:00
7091228,423,06:00:00,10:00:00
7091197,450,03:00:00,06:00:00
7091140,436,15:00:00,19:00:00
7091128,514,10:00:00,15:00:00
7091410,514,10:00:00,15:00:00
7091398,472,19:00:00,03:00:00
7091373,514,03:00:00,06:00:00
7091305,450,06:00:00,10:00:00
7091291,450,15:00:00,19:00:00
7092288,450,06:00:00,10:00:00
7092317,486,10:00:00,15:00:00
7092259,496,15:00:00,19:00:00
7092184,600,06:00:00,10:00:00
7092343,600,15:00:00,19:00:00
7092262,28800,19:00:00,03:00:00
7092207,473,10:00:00,15:00:00
7092380,576,15:00:00,19:00:00
7092410,18000,10:00:00,15:00:00
7092409,496,06:00:00,10:00:00
7093220,692,10:00:00,15:00:00
7093202,480,06:00:00,10:00:00
7093196,2700,03:00:00,06:00:00
7093284,576,15:00:00,19:00:00
7093239,2400,19:00:00,03:00:00
7093096,576,06:00:00,10:00:00
7093093,5400,03:00:00,06:00:00
7093144,1920,19:00:00,03:00:00
7093143,533,15:00:00,19:00:00
7093138,642,10:00:00,15:00:00
7095116,369,06:00:00,10:00:00
7095091,654,15:00:00,19:00:00
7108203,771,03:00:00,06:00:00
7108197,514,19:00:00,03:00:00
7108138,464,15:00:00,19:00:00
7108187,473,10:00:00,15:00:00
7108186,496,06:00:00,10:00:00
7108258,1080,03:00:00,06:00:00
7108256,626,19:00:00,03:00:00
7108280,464,06:00:00,10:00:00
7108350,436,15:00:00,19:00:00
7108325,473,10:00:00,15:00:00
7109115,276,15:00:00,19:00:00
7109113,3600,19:00:00,03:00:00
7109188,261,06:00:00,10:00:00
7109164,327,10:00:00,15:00:00
7108951,2215,19:00:00,03:00:00
7109015,352,10:00:00,15:00:00
7108960,266,15:00:00,19:00:00
7109062,334,06:00:00,10:00:00
7095157,576,15:00:00,19:00:00
7095250,411,06:00:00,10:00:00
7095245,626,15:00:00,19:00:00
7095171,3600,03:00:00,06:00:00
7095184,436,06:00:00,10:00:00
7095173,7200,19:00:00,03:00:00
7095202,5400,03:00:00,06:00:00
7095247,4800,19:00:00,03:00:00
7095308,1309,06:00:00,10:00:00
7095301,1200,15:00:00,19:00:00
7095317,2400,06:00:00,10:00:00
7097443,1080,03:00:00,06:00:00
7097368,900,15:00:00,19:00:00
7097457,1371,19:00:00,03:00:00
7097362,818,10:00:00,15:00:00
7097341,720,06:00:00,10:00:00
7097316,1200,19:00:00,03:00:00
7097252,720,06:00:00,10:00:00
7097248,1800,03:00:00,06:00:00
7097304,847,15:00:00,19:00:00
7097288,857,10:00:00,15:00:00
7096928,5760,19:00:00,03:00:00
7096925,2700,03:00:00,06:00:00
7096866,5760,19:00:00,03:00:00
7096931,14400,06:00:00,10:00:00
7096930,10800,03:00:00,06:00:00
7096929,28800,19:00:00,03:00:00
7096926,7200,19:00:00,03:00:00
7096924,2700,03:00:00,06:00:00
7096876,3600,03:00:00,06:00:00
7096875,10800,03:00:00,06:00:00
7096879,5760,19:00:00,03:00:00
7096873,3600,03:00:00,06:00:00
7114634,313,06:00:00,10:00:00
7114626,306,15:00:00,19:00:00
7114569,295,10:00:00,15:00:00
7114684,669,19:00:00,03:00:00
7114627,1800,03:00:00,06:00:00
7114867,612,19:00:00,03:00:00
7114801,300,15:00:00,19:00:00
7114737,300,10:00:00,15:00:00
7114727,327,06:00:00,10:00:00
7114829,2700,03:00:00,06:00:00
7102495,351,06:00:00,10:00:00
7102561,300,15:00:00,19:00:00
7102556,300,10:00:00,15:00:00
7100293,2160,03:00:00,06:00:00
7102625,553,19:00:00,03:00:00
7099990,378,06:00:00,10:00:00
7099989,1080,03:00:00,06:00:00
7100357,300,10:00:00,15:00:00
7100421,300,15:00:00,19:00:00
7100489,543,19:00:00,03:00:00
