stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,osm_node_id,shst_node_id,model_node_id
390,19th Avenue & Holloway St,,37.72119,-122.475096,,,5014094a822c8a55290ed109a43d3687,5014094a822c8a55290ed109a43d3687,1012489
913,DUBLIN ST & LAGRANDE AVE,,37.719192,-122.425802,,,ac144f0c0a9977cf30163bf1a5309cc9,ac144f0c0a9977cf30163bf1a5309cc9,1017384
3003,2nd St & Brannan St,,37.781827,-122.39194499999999,,,730a5b5ffca71fa58473cf5df382acae,730a5b5ffca71fa58473cf5df382acae,1006787
3004,2nd St & Brannan St,,37.781853999999996,-122.392232,,,730a5b5ffca71fa58473cf5df382acae,730a5b5ffca71fa58473cf5df382acae,1006787
3008,2nd St & Folsom St,,37.785318,-122.39656200000002,,,b7fcb1ac3095dece1edb6f1e9e75984e,b7fcb1ac3095dece1edb6f1e9e75984e,1003018
3010,2nd St & Harrison St,,37.784095,-122.395016,,,63e3f3e577cea95bb75e6031cddca399,63e3f3e577cea95bb75e6031cddca399,1009513
3011,2nd St & Howard St,,37.786559000000004,-122.398109,,,9cfabfbda7b6dc98824456683db0cd59,9cfabfbda7b6dc98824456683db0cd59,1005238
3013,2nd St & Stevenson St,,37.78862,-122.40065,,,b8f358eec6f80bb0660c4cfdb1f20408,b8f358eec6f80bb0660c4cfdb1f20408,1001713
3015,2nd St & Townsend St,,37.780621999999994,-122.390685,,,d5f23a94a91e3c48eaf1ed5e83d78fd4,d5f23a94a91e3c48eaf1ed5e83d78fd4,1022816
3016,3rd St & 4th St,,37.772618,-122.38978600000002,,,035fc2119c07a1836be5f97fb721fd08,035fc2119c07a1836be5f97fb721fd08,1013173
3018,Bacon St & San Bruno Ave,,37.727739,-122.40324,,,958734915b3cd597c50c8349c0cbb894,958734915b3cd597c50c8349c0cbb894,1011790
3019,Bacon St & San Bruno Ave,,37.727645,-122.403269,,,958734915b3cd597c50c8349c0cbb894,958734915b3cd597c50c8349c0cbb894,1011790
3020,Bacon St & Somerset St,,37.72667,-122.40746000000001,,,77cd56de963588c62368f0b65d85a359,77cd56de963588c62368f0b65d85a359,1007754
3021,Bacon St & Somerset St,,37.72654,-122.40766,,,77cd56de963588c62368f0b65d85a359,77cd56de963588c62368f0b65d85a359,1007754
3023,BOWLEY ST & GIBSON RD,,37.790248999999996,-122.48226299999999,,,8a3f51109c037097c8f96c3712792cd2,8a3f51109c037097c8f96c3712792cd2,1021470
3024,Baker St & Greenwich St,,37.797606,-122.44569299999999,,,212c247884003325e516ef40a5e3be62,212c247884003325e516ef40a5e3be62,1017928
3025,Battery St & Broadway,,37.798311,-122.40109299999999,,,648eaefd01ddc2bb8ba7d1f2cb4c1980,648eaefd01ddc2bb8ba7d1f2cb4c1980,1013594
3026,Battery St & Filbert St,,37.80216,-122.40183999999999,,,37a9310699dcaca4fd06735a786ca85c,37a9310699dcaca4fd06735a786ca85c,1002905
3029,Battery St & Green St,,37.80055,-122.40151000000002,,,3305445c6d02a3858dc91a0ab242c08c,3305445c6d02a3858dc91a0ab242c08c,1016391
